"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0028085","0","05/02/2018","10:13:23","130 ","Mobile property (vehicle) fire, Other             ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","641     ","  ","COLUMBIA                 ","  ","RD  ",": @BFD ENG 21                           ","  ","                         ","  ","    "
"18-0028088","0","05/02/2018","10:31:35","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","900 ","Outside or special property, Other                ","        ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","FIDELIS                  ","  ","WAY "
"18-0028089","0","05/02/2018","10:41:13","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","39      ","  ","NEPONSET                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0028090","0","05/02/2018","10:48:02","510 ","Person in distress, Other                         ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","148     ","  ","ARLINGTON                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028091","0","05/02/2018","10:49:50","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","580 ","General retail, Other                             ","497     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028092","0","05/02/2018","10:50:58","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","31      ","  ","HEMENWAY                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028093","0","05/02/2018","10:59:28","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","962 ","Residential street, road or residential driveway  ","81      ","  ","ESSEX                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028095","0","05/02/2018","11:00:48","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","241 ","Adult education center, college classroom         ","75      ","  ","PETERBOROUGH             ","  ","ST  ",": #AFA7702                              ","  ","                         ","  ","    "
"18-0028100","0","05/02/2018","11:29:54","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","960 ","Street, Other                                     ","100     ","  ","CAMBRIDGE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028101","0","05/02/2018","11:35:27","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","494     ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028102","0","05/02/2018","11:41:55","160 ","Special outside fire, Other                       ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","938 ","Graded and cared-for plots of land                ","14      ","  ","ALLSTATE                 ","  ","RD  ",": @SOUTHBAY-BEST BUY - 14 ALLSTATE RD, D","  ","                         ","  ","    "
"18-0028103","0","05/02/2018","11:43:05","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","213 ","Elementary school, including kindergarten         ","8       ","  ","PEARL                    ","  ","ST  ",": #12-4151                              ","  ","                         ","  ","    "
"18-0028104","0","05/02/2018","11:51:18","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","500 ","Mercantile, business, Other                       ","110     ","  ","CHAUNCY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028105","0","05/02/2018","11:52:08","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","449 ","Hotel/motel, commercial                           ","296     ","  ","STATE                    ","  ","ST  ",": #13-1296                              ","  ","                         ","  ","    "
"18-0028108","0","05/02/2018","12:13:02","542 ","Animal rescue                                     ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","900 ","Outside or special property, Other                ","2       ","  ","EMERY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0028110","0","05/02/2018","12:17:35","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","937 ","Beach                                             ","165     ","  ","WILLIAM J DAY            ","  ","BLVD",": @BEACH-CARSON BEACH                   ","  ","                         ","  ","    "
"18-0028113","0","05/02/2018","12:23:45","160 ","Special outside fire, Other                       ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","938 ","Graded and cared-for plots of land                ","8       ","  ","ALLSTATE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0028115","0","05/02/2018","12:29:27","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","962 ","Residential street, road or residential driveway  ","151     ","  ","HALLET                   ","  ","ST  ",": @BLDG-KEYSTONE BLDG                   ","  ","                         ","  ","    "
"18-0028116","0","05/02/2018","12:29:58","444 ","Power line down                                   ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","962 ","Residential street, road or residential driveway  ","62      ","  ","FALKLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028119","0","05/02/2018","12:43:49","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","    ","","780     ","  ","ALBANY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028120","0","05/02/2018","12:46:51","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","    ","","        ","  ","BROOKLINE                ","  ","AVE ","                                        ","  ","YAWKEY                   ","  ","WAY "
"18-0028121","0","05/02/2018","12:49:44","511 ","Lock-out                                          ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","419 ","1 or 2 family dwelling                            ","44      ","  ","CONDOR                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028122","0","05/02/2018","12:49:58","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","400 ","Residential, Other                                ","490     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0028124","0","05/02/2018","13:23:10","410 ","Combustible/flammable gas/liquid condition, other ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","56      ","  ","HOLWORTHY                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028126","0","05/02/2018","13:39:22","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","OUTER HARBOR             ","  ","    ",": @OUTER HARBOR (CASTLE ISLAND TO BOSTON","  ","                         ","  ","    "
"18-0028127","0","05/02/2018","13:46:54","553 ","Public service                                    ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","931 ","Open land or field                                ","        ","  ","BALL                     ","  ","ST  ","                                        ","  ","WASHINGTON               ","  ","ST  "
"18-0028129","0","05/02/2018","13:48:45","551 ","Assist police or other governmental agency        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","121     ","  ","CHARLES                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028130","0","05/02/2018","13:49:45","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","400 ","Residential, Other                                ","108     ","  ","CRAWFORD                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028132","0","05/02/2018","13:51:16","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","150 ","Public or government, Other                       ","200     ","  ","COLUMBUS                 ","  ","AVE ",": @BFD DIST 4                           ","  ","                         ","  ","    "
"18-0028133","0","05/02/2018","13:51:31","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","41      ","  ","BOWDOIN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028135","0","05/02/2018","14:02:10","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","433     ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0028144","0","05/02/2018","14:23:22","113 ","Cooking fire, confined to container               ","25.0000","25.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","40      ","  ","FRANKLIN HILL            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0028145","0","05/02/2018","14:24:50","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","140     ","  ","BAY STATE                ","  ","RD  ",": #BU177                                ","  ","                         ","  ","    "
"18-0028147","0","05/02/2018","14:27:48","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","963 ","Street or road in commercial area                 ","        ","E ","CONCORD                  ","  ","ST  ","                                        ","  ","ALBANY                   ","  ","ST  "
"18-0028149","0","05/02/2018","14:30:21","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","938 ","Graded and cared-for plots of land                ","        ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","ADAMS                    ","  ","ST  "
"18-0028151","0","05/02/2018","14:32:35","400 ","Hazardous condition, Other                        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","960 ","Street, Other                                     ","9       ","  ","WEST                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028152","0","05/02/2018","14:32:54","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","965 ","Vehicle parking area                              ","26      ","  ","MUSEUM                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0028154","0","05/02/2018","14:42:31","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","    ","","37      ","  ","MONADNOCK                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028156","0","05/02/2018","14:54:46","111 ","Building fire                                     ","1000.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","000 ","Property Use, Other                               ","33      ","  ","CONGRESS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028158","0","05/02/2018","15:02:45","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","952 ","Railroad yard                                     ","55      ","  ","CAMBRIDGE                ","  ","ST  ",": @MBTA STA-SULLIVAN                    ","  ","                         ","  ","    "
"18-0028159","0","05/02/2018","15:11:13","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","321 ","Mental retardation/development disability facility","37      ","  ","MONADNOCK                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028160","0","05/02/2018","15:14:28","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","101     ","  ","ENDICOTT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028161","0","05/02/2018","15:16:34","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","400 ","Residential, Other                                ","4560    ","  ","WASHINGTON               ","  ","ST  ",": @BHA-WASHINGTON-BEECH                 ","  ","                         ","  ","    "
"18-0028162","0","05/02/2018","15:17:43","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","519     ","  ","BEACON                   ","  ","ST  ",": #BU265                                ","  ","                         ","  ","    "
"18-0028163","0","05/02/2018","15:18:15","100 ","Fire, Other                                       ","200.0000","25.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","192     ","  ","HILLSIDE                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028164","0","05/02/2018","15:18:25","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","126     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0028165","0","05/02/2018","15:23:46","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","557 ","Personal service, including barber & beauty shops ","270     ","  ","PARSONS                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028166","0","05/02/2018","15:25:26","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","    ","","139     ","  ","TREMONT                  ","  ","ST  ",": @PARK-BOSTON COMMON                   ","  ","                         ","  ","    "
"18-0028167","0","05/02/2018","15:34:24","160 ","Special outside fire, Other                       ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","938 ","Graded and cared-for plots of land                ","14      ","  ","ALLSTATE                 ","  ","RD  ",": @SOUTHBAY-BEST BUY - 14 ALLSTATE RD, D","  ","                         ","  ","    "
"18-0028168","0","05/02/2018","15:36:13","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02120     ","965 ","Vehicle parking area                              ","835     ","  ","COLUMBUS                 ","  ","AVE ",": #NEU394                               ","  ","                         ","  ","    "
"18-0028169","0","05/02/2018","15:41:00","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","09   ","RS             ","Roslindale                                        ","02131     ","938 ","Graded and cared-for plots of land                ","777     ","  ","SOUTH                    ","  ","ST  ",": @CITIZENS BANK - 777 SOUTH ST, ROSLIND","  ","                         ","  ","    "
"18-0028171","0","05/02/2018","15:54:55","143 ","Grass fire                                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","938 ","Graded and cared-for plots of land                ","235     ","  ","LONGWOOD                 ","  ","AVE ",": EST                                   ","  ","                         ","  ","    "
"18-0028172","0","05/02/2018","15:55:05","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","61      ","W ","CEDAR                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028175","0","05/02/2018","16:13:13","554 ","Assist invalid                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","93      ","  ","N                        ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028177","0","05/02/2018","16:16:56","500 ","Service Call, other                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","960 ","Street, Other                                     ","535     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028179","0","05/02/2018","16:21:40","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","162     ","W ","SPRINGFIELD              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028182","0","05/02/2018","16:39:41","160 ","Special outside fire, Other                       ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","938 ","Graded and cared-for plots of land                ","6       ","  ","ALLSTATE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0028183","0","05/02/2018","16:42:42","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","    ","","        ","  ","HUMPHREYS                ","  ","ST  ","                                        ","  ","DUDLEY                   ","  ","ST  "
"18-0028187","0","05/02/2018","16:52:50","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","50      ","  ","MALDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028188","0","05/02/2018","16:57:57","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","900 ","Outside or special property, Other                ","        ","  ","BROOKLINE                ","  ","AVE ","                                        ","  ","NEWBURY                  ","  ","ST  "
"18-0028190","0","05/02/2018","17:03:26","160 ","Special outside fire, Other                       ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","938 ","Graded and cared-for plots of land                ","        ","  ","ALLSTATE                 ","  ","RD  ","                                        ","  ","FRONTAGE                 ","  ","RD  "
"18-0028191","0","05/02/2018","17:04:49","554 ","Assist invalid                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","585     ","  ","NORFOLK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028192","0","05/02/2018","17:05:23","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","    ","","199     ","  ","SUMMER                   ","  ","ST  ",": @MBTA STA-SOUTH STA                   ","  ","                         ","  ","    "
"18-0028193","0","05/02/2018","17:06:25","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","960 ","Street, Other                                     ","17      ","  ","HEMENWAY                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028194","0","05/02/2018","17:07:12","552 ","Police matter                                     ","0.0000","0.0000","09   ","DO             ","Dorchester                                        ","02121     ","962 ","Residential street, road or residential driveway  ","        ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","COLUMBIA                 ","  ","RD  "
"18-0028196","0","05/02/2018","17:19:46","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","        ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","NEW HEATH                ","  ","ST  "
"18-0028197","0","05/02/2018","17:20:05","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","960 ","Street, Other                                     ","        ","  ","CHAUNCY                  ","  ","ST  ","                                        ","  ","SUMMER                   ","  ","ST  "
"18-0028198","0","05/02/2018","17:26:14","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","100     ","  ","HUNTINGTON               ","  ","AVE ",": @BLDG-COPLEY PL                       ","  ","                         ","  ","    "
"18-0028200","0","05/02/2018","17:37:34","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","213 ","Elementary school, including kindergarten         ","205     ","  ","ROXBURY                  ","  ","ST  ",": #13-2246                              ","  ","                         ","  ","    "
"18-0028203","0","05/02/2018","17:42:34","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","    ","","4       ","  ","RIVER                    ","  ","ST  ",": @STAR MARKET - 4 RIVER ST, DO         ","  ","                         ","  ","    "
"18-0028204","0","05/02/2018","17:44:54","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","328     ","  ","CHELSEA                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028205","0","05/02/2018","17:46:05","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02120     ","960 ","Street, Other                                     ","249     ","  ","RUGGLES                  ","  ","ST  ",": @MBTA STA-RUGGLES                     ","  ","                         ","  ","    "
"18-0028206","0","05/02/2018","17:48:06","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","11      ","  ","EASTBOURNE               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028207","0","05/02/2018","17:51:58","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","560     ","  ","MASSACHUSETTS            ","  ","AVE ",": #WYN2817                              ","  ","                         ","  ","    "
"18-0028208","0","05/02/2018","18:00:06","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","439 ","Boarding/rooming house, residential hotels        ","3-5     ","  ","ABBY                     ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0028209","0","05/02/2018","18:01:19","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","        ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","DARTMOUTH                ","  ","ST  "
"18-0028210","0","05/02/2018","18:02:19","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","    ","","425     ","  ","HARVARD                  ","  ","ST  ",": @YOUTH SERVICES DEPT - 425 HARVARD ST,","  ","                         ","  ","    "
"18-0028212","0","05/02/2018","18:08:09","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","900 ","Outside or special property, Other                ","        ","  ","WESTLAND                 ","  ","AVE ",": alias WESTLAND/ST STEPHEN             ","  ","SAINT STEPHEN            ","  ","ST  "
"18-0028213","0","05/02/2018","18:10:27","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","    ","","781     ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028214","0","05/02/2018","18:16:26","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","30      ","  ","SCHUYLER                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028215","0","05/02/2018","18:16:55","554 ","Assist invalid                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","439 ","Boarding/rooming house, residential hotels        ","33      ","  ","PERRIN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028216","0","05/02/2018","18:23:02","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","439 ","Boarding/rooming house, residential hotels        ","316     ","  ","HUNTINGTON               ","  ","AVE ",": #15-2331                              ","  ","                         ","  ","    "
"18-0028218","0","05/02/2018","18:41:14","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","965 ","Vehicle parking area                              ","250     ","  ","NEW RUTHERFORD           ","  ","AVE ",": @COL-BHCC                             ","  ","                         ","  ","    "
"18-0028219","0","05/02/2018","18:51:31","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","311 ","24-hour care Nursing homes, 4 or more persons     ","24      ","  ","HARTFORD                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028220","0","05/02/2018","19:17:07","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","962 ","Residential street, road or residential driveway  ","36      ","  ","WASHINGTON               ","  ","ST  ",": @BFD ENG 24                           ","  ","                         ","  ","    "
"18-0028221","0","05/02/2018","19:29:09","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","    ","","15      ","  ","OLNEY                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028222","0","05/02/2018","19:29:17","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","    ","","15      ","  ","BLUE LEDGE               ","  ","DR  ","                                        ","  ","                         ","  ","    "
"18-0028223","0","05/02/2018","19:32:12","700 ","False alarm or false call, Other                  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","50      ","  ","MALDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028224","0","05/02/2018","19:34:30","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","419 ","1 or 2 family dwelling                            ","154     ","  ","CALUMET                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028226","0","05/02/2018","19:41:11","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","151 ","Library                                           ","700     ","  ","BOYLSTON                 ","  ","ST  ",": @BPL-BOSTON PUBLIC LIBRARY            ","  ","                         ","  ","    "
"18-0028227","0","05/02/2018","19:41:49","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","1       ","  ","EMERSON                  ","  ","PL  ","                                        ","  ","                         ","  ","    "
"18-0028228","0","05/02/2018","19:50:51","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","               ","","02125     ","961 ","Highway or divided highway                        ","        ","  ","I93 BEFORE EX 18         ","  ","    ",": @EX-NB I93 NO EXIT 15                 ","  ","                         ","  ","    "
"18-0028229","0","05/02/2018","19:55:41","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02130     ","900 ","Outside or special property, Other                ","42      ","  ","ELLINGWOOD               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028230","0","05/02/2018","20:00:06","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","151 ","Library                                           ","230     ","  ","DARTMOUTH                ","  ","ST  ",": @BPL-COPLEY SQ-MAIN - 230 DARTMOUTH ST","  ","                         ","  ","    "
"18-0028231","0","05/02/2018","20:04:00","700 ","False alarm or false call, Other                  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","50      ","  ","MALDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028233","0","05/02/2018","20:05:15","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","600 ","Ind., utility, defense, agriculture, mining, other","201     ","  ","RIVERMOOR                ","  ","ST  ",": #13-2884                              ","  ","                         ","  ","    "
"18-0028234","0","05/02/2018","20:09:12","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","    ","","29      ","  ","RIDGEVIEW                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0028235","0","05/02/2018","20:10:57","551 ","Assist police or other governmental agency        ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","900 ","Outside or special property, Other                ","100     ","  ","CITY                     ","  ","SQ  ",": @BLACKMOOR TAVERN - 100 CITY SQ, CHARL","  ","                         ","  ","    "
"18-0028236","0","05/02/2018","20:19:23","444 ","Power line down                                   ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","938 ","Graded and cared-for plots of land                ","57      ","  ","GREENFIELD               ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0028239","0","05/02/2018","20:42:31","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","419 ","1 or 2 family dwelling                            ","53-65   ","  ","RUGGLES                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0028240","0","05/02/2018","20:52:13","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","331 ","Hospital - medical or psychiatric                 ","840     ","  ","HARRISON                 ","  ","AVE ",": #12-1664                              ","  ","                         ","  ","    "
