"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0037267","0","06/09/2018","19:32:31","550 ","Public service assistance, Other                  ","0.0000","0.0000","06   ","BO             ","Boston                                            ","02110     ","519 ","Food and beverage sales, grocery store            ","255     ","  ","STATE                    ","  ","ST  ",": @STATE STREET PROVISIONS - 255 STATE S","  ","                         ","  ","    "
"18-0037268","0","06/09/2018","19:33:45","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02215     ","    ","","871     ","  ","COMMONWEALTH             ","  ","AVE ",": @COL-COLLEGE OF GENERAL STUDIES - 871 ","  ","                         ","  ","    "
"18-0037269","0","06/09/2018","19:40:18","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","1461    ","  ","VFW                      ","  ","PKWY","                                        ","  ","                         ","  ","    "
"18-0037272","0","06/09/2018","19:50:54","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","400 ","Residential, Other                                ","59      ","  ","BRAINERD                 ","  ","RD  ",": #12-5144                              ","  ","                         ","  ","    "
"18-0037273","0","06/09/2018","19:54:17","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","528     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037274","0","06/09/2018","19:59:35","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","25      ","  ","MISSION PARK             ","  ","DR  ","                                        ","  ","                         ","  ","    "
"18-0037276","0","06/09/2018","20:23:13","500 ","Service Call, other                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","89      ","  ","MYRTLE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037277","0","06/09/2018","20:32:16","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","931 ","Open land or field                                ","        ","  ","MILK                     ","  ","ST  ","                                        ","  ","ATLANTIC                 ","  ","AVE "
"18-0037281","0","06/09/2018","20:57:34","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","963 ","Street or road in commercial area                 ","124-126 ","  ","CHARLES                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037286","0","06/09/2018","21:14:18","400 ","Hazardous condition, Other                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","181 ","Live performance theater                          ","106     ","  ","BOYLSTON                 ","  ","ST  ",": @THEA-COLONIAL THEATRE - 106 BOYLSTON ","  ","                         ","  ","    "
"18-0037288","0","06/09/2018","21:34:11","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","900 ","Outside or special property, Other                ","        ","  ","ATLANTIC                 ","  ","AVE ",": #1294                                 ","  ","INDIA                    ","  ","ST  "
"18-0037294","0","06/09/2018","21:53:08","552 ","Police matter                                     ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","960 ","Street, Other                                     ","148     ","  ","LONDON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037295","0","06/09/2018","21:53:16","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","161 ","Restaurant or cafeteria                           ","126     ","  ","BROOKLINE                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037296","0","06/09/2018","21:56:00","552 ","Police matter                                     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","66      ","  ","ORTON-MAROTTA            ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0037299","0","06/09/2018","22:14:17","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","400 ","Residential, Other                                ","5       ","  ","PERTH                    ","  ","ST  ",": #12-1783                              ","  ","                         ","  ","    "
"18-0037300","0","06/09/2018","22:16:34","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","280     ","  ","COREY                    ","  ","RD  ",": #AFA8133                              ","  ","                         ","  ","    "
"18-0037303","0","06/09/2018","22:38:24","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","965 ","Vehicle parking area                              ","524     ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037304","0","06/09/2018","22:39:29","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","000 ","Property Use, Other                               ","40      ","  ","BOWER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037305","0","06/09/2018","22:40:18","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","30      ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037307","0","06/09/2018","22:51:44","113 ","Cooking fire, confined to container               ","200.0000","50.0000","09   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","280     ","  ","MARTIN LUTHER KING JR    ","  ","BLVD",": #13-2159                              ","  ","                         ","  ","    "
"18-0037311","0","06/09/2018","23:31:18","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","67      ","  ","FRANKFORT                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037314","0","06/10/2018","00:07:26","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","000 ","Property Use, Other                               ","27      ","  ","CATAWBA                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037315","0","06/10/2018","00:09:03","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","449 ","Hotel/motel, commercial                           ","180     ","  ","BROOKLINE                ","  ","AVE ",":                                       ","  ","                         ","  ","    "
"18-0037316","0","06/10/2018","00:19:49","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","900 ","Outside or special property, Other                ","3       ","  ","APPIAN                   ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0037317","0","06/10/2018","01:04:50","551 ","Assist police or other governmental agency        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","493     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037321","0","06/10/2018","01:30:14","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","72      ","  ","CHISWICK                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0037323","0","06/10/2018","01:32:27","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","    ","","1341    ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037326","0","06/10/2018","01:50:28","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","123 ","Stadium, arena                                    ","85      ","  ","HARVARD                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037327","0","06/10/2018","01:51:28","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","23      ","  ","LEDGEMERE                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0037328","0","06/10/2018","01:52:47","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","459 ","Residential board and care                        ","90      ","  ","CUSHING                  ","  ","AVE ",": #12-1875                              ","  ","                         ","  ","    "
"18-0037329","0","06/10/2018","02:07:10","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","    ","","200     ","  ","NASHUA                   ","  ","ST  ",": @SUFF-SUFFOLK COUNTY JAIL             ","  ","                         ","  ","    "
"18-0037330","0","06/10/2018","02:07:39","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","000 ","Property Use, Other                               ","10      ","  ","WILLIAMS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037332","0","06/10/2018","02:10:54","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","900 ","Outside or special property, Other                ","147     ","  ","BAY STATE                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0037335","0","06/10/2018","02:45:42","511 ","Lock-out                                          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","493     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037336","0","06/10/2018","02:49:22","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","900 ","Outside or special property, Other                ","15      ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037338","0","06/10/2018","02:58:13","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","    ","","101     ","  ","BEVERLY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037341","0","06/10/2018","03:52:42","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","000 ","Property Use, Other                               ","        ","  ","ALBANY                   ","  ","ST  ","                                        ","  ","AMBROSE                  ","  ","ST  "
"18-0037342","0","06/10/2018","04:13:07","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","439 ","Boarding/rooming house, residential hotels        ","50      ","  ","ROWES                    ","  ","WHRF",": #14-1293                              ","  ","                         ","  ","    "
"18-0037344","0","06/10/2018","04:45:58","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","        ","  ","HERALD                   ","  ","ST  ","                                        ","  ","SHAWMUT                  ","  ","AVE "
"18-0037346","0","06/10/2018","05:21:09","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","25      ","  ","KINGSBORO                ","  ","PARK","                                        ","  ","                         ","  ","    "
"18-0037348","0","06/10/2018","05:40:30","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","20      ","  ","STANDARD                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037349","0","06/10/2018","05:44:19","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","419 ","1 or 2 family dwelling                            ","1       ","  ","WIGGLESWORTH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037350","0","06/10/2018","05:53:02","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","500 ","Mercantile, business, Other                       ","580     ","  ","CHELSEA                  ","  ","ST  ",": #WYN2314                              ","  ","                         ","  ","    "
"18-0037353","0","06/10/2018","06:09:14","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","    ","","1100    ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037354","0","06/10/2018","06:14:15","150 ","Outside rubbish fire, Other                       ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","    ","","164     ","  ","SALEM                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037357","0","06/10/2018","06:38:21","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","429 ","Multifamily dwelling                              ","20      ","  ","THORN                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037358","0","06/10/2018","06:40:20","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","000 ","Property Use, Other                               ","        ","  ","SOUTHAMPTON              ","  ","ST  ","                                        ","  ","BRADSTON                 ","  ","ST  "
"18-0037359","0","06/10/2018","07:32:10","550 ","Public service assistance, Other                  ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","900 ","Outside or special property, Other                ","95      ","  ","FOREST HILLS             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037361","0","06/10/2018","07:43:14","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","965 ","Vehicle parking area                              ","225     ","  ","GEORGETOWNE              ","  ","DR  ","                                        ","  ","                         ","  ","    "
"18-0037362","0","06/10/2018","08:00:58","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","194     ","  ","SALEM                    ","  ","ST  ",": #WYN4330                              ","  ","                         ","  ","    "
"18-0037364","0","06/10/2018","08:03:52","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","1       ","  ","CLIFFMONT                ","  ","ST  ",": @BHA-ROSLYN APTS                      ","  ","                         ","  ","    "
"18-0037365","0","06/10/2018","08:06:53","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","131 ","Church, mosque, synagogue, temple, chapel         ","477     ","  ","LONGWOOD                 ","  ","AVE ",": @SYNG-TEMPLE ISRAEL INC - 477 LONGWOOD","  ","                         ","  ","    "
"18-0037366","0","06/10/2018","09:02:02","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","965 ","Vehicle parking area                              ","23      ","  ","BRADSTON                 ","  ","ST  ",": #WYN3875                              ","  ","                         ","  ","    "
"18-0037367","0","06/10/2018","09:10:24","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","331 ","Hospital - medical or psychiatric                 ","65      ","E ","NEWTON                   ","  ","ST  ",": #13-1653                              ","  ","                         ","  ","    "
"18-0037370","0","06/10/2018","09:35:06","551 ","Assist police or other governmental agency        ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","962 ","Residential street, road or residential driveway  ","8       ","  ","PALFREY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037371","0","06/10/2018","09:38:46","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","400 ","Residential, Other                                ","49      ","  ","LEXINGTON                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037373","0","06/10/2018","09:45:45","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","182     ","  ","GOLD                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037374","0","06/10/2018","09:46:57","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","130 ","Places of worship, funeral parlors, other         ","45      ","  ","FAIRVIEW                 ","  ","AVE ",": @CEM-FAIRVIEW CEMETERY                ","  ","                         ","  ","    "
"18-0037375","0","06/10/2018","09:51:48","900T","BFD Drill                                         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","174 ","Rapid transit station                             ","64      ","  ","SEAPORT                  ","  ","BLVD","                                        ","  ","                         ","  ","    "
"18-0037378","0","06/10/2018","10:04:40","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","155     ","  ","LAMARTINE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037380","0","06/10/2018","10:13:37","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","MYSTIC RIVER             ","  ","    ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"18-0037383","0","06/10/2018","10:47:22","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","900 ","Outside or special property, Other                ","44      ","  ","CHARLES                  ","  ","ST  ",": @PARAMOUNT - 44 CHARLES ST, BOSTON    ","  ","                         ","  ","    "
"18-0037385","0","06/10/2018","10:55:53","522 ","Water or steam leak                               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","53      ","  ","WESTWIND                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0037386","0","06/10/2018","11:04:33","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","519 ","Food and beverage sales, grocery store            ","60      ","  ","EVERETT                  ","  ","ST  ",": #12-5251                              ","  ","                         ","  ","    "
"18-0037389","0","06/10/2018","11:12:25","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","882 ","Parking garage, general vehicle                   ","85-97   ","  ","MILK                     ","  ","ST  ",": #15-1284                              ","  ","                         ","  ","    "
"18-0037390","0","06/10/2018","11:20:57","550 ","Public service assistance, Other                  ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","900 ","Outside or special property, Other                ","45      ","  ","BUNKER HILL              ","  ","ST  ",": @SQ-HAYES SQUARE                      ","  ","                         ","  ","    "
"18-0037391","0","06/10/2018","11:29:49","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","110     ","  ","PETERBOROUGH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037392","0","06/10/2018","11:31:36","551 ","Assist police or other governmental agency        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","55      ","  ","WAYLAND                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037393","0","06/10/2018","11:40:34","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","28      ","  ","FENWAY                   ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0037394","0","06/10/2018","11:41:23","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","419 ","1 or 2 family dwelling                            ","21      ","  ","RADCLIFFE                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0037395","0","06/10/2018","11:51:25","500 ","Service Call, other                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","39      ","  ","SELDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037398","0","06/10/2018","12:07:40","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","61      ","  ","BROOK FARM               ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0037400","0","06/10/2018","12:34:53","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","131 ","Church, mosque, synagogue, temple, chapel         ","18      ","  ","BELVIDERE                ","  ","ST  ",": @CH-ST CECILIA PARISH - 18 BELVIDERE S","  ","                         ","  ","    "
"18-0037402","0","06/10/2018","12:55:07","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","963 ","Street or road in commercial area                 ","        ","  ","WATERLOO                 ","  ","ST  ","                                        ","  ","NEPONSET VALLEY          ","  ","PKWY"
"18-0037404","0","06/10/2018","12:59:38","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","519 ","Food and beverage sales, grocery store            ","60      ","  ","EVERETT                  ","  ","ST  ",": @STOP & SHOP - 60 EVERETT ST # 2, BRIG","  ","                         ","  ","    "
"18-0037407","0","06/10/2018","13:05:17","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","166     ","  ","NEWBURY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037412","0","06/10/2018","13:36:42","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","        ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","SHAWMUT                  ","  ","AVE "
"18-0037413","0","06/10/2018","13:36:58","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","963 ","Street or road in commercial area                 ","        ","  ","I                        ","  ","ST  ","                                        ","E ","BROADWAY                 ","  ","    "
"18-0037414","0","06/10/2018","13:38:46","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","963 ","Street or road in commercial area                 ","741     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037416","0","06/10/2018","13:52:45","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","462 ","Sorority house, fraternity house                  ","487     ","  ","COMMONWEALTH             ","  ","AVE ",": @MIT FRAT HOUSE PSK                   ","  ","                         ","  ","    "
"18-0037419","0","06/10/2018","14:17:35","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","960 ","Street, Other                                     ","73      ","  ","MONTGOMERY               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037422","0","06/10/2018","14:23:11","500 ","Service Call, other                               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","60      ","  ","PRINCE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037424","0","06/10/2018","14:24:27","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","84      ","  ","MONUMENT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037425","0","06/10/2018","14:39:04","500 ","Service Call, other                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","69      ","  ","MERCIER                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037426","0","06/10/2018","14:39:39","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","11      ","  ","ALBAN                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037428","0","06/10/2018","14:51:46","550 ","Public service assistance, Other                  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","963 ","Street or road in commercial area                 ","238     ","  ","SAINT BOTOLPH            ","  ","ST  ",": @MATTHEWS ARENA - 238 SAINT BOTOLPH ST","  ","                         ","  ","    "
"18-0037430","0","06/10/2018","15:08:06","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","576     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037431","0","06/10/2018","15:15:34","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","25      ","  ","MAYFIELD                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037434","0","06/10/2018","15:35:19","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","1-11    ","  ","EMERALD                  ","  ","CT  ","                                        ","  ","                         ","  ","    "
"18-0037436","0","06/10/2018","15:53:20","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","429 ","Multifamily dwelling                              ","1600-160","  ","RIVER                    ","  ","ST  ",": #12-3832                              ","  ","                         ","  ","    "
"18-0037437","0","06/10/2018","15:53:45","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","131     ","  ","ZEIGLER                  ","  ","ST  ",": #CLM413                               ","  ","                         ","  ","    "
"18-0037438","0","06/10/2018","15:58:50","511 ","Lock-out                                          ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","965 ","Vehicle parking area                              ","        ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","HASTINGS                 ","  ","ST  "
"18-0037439","0","06/10/2018","16:01:29","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","19      ","  ","MYRTLE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037441","0","06/10/2018","16:04:51","500 ","Service Call, other                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","339     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037443","0","06/10/2018","16:16:57","553 ","Public service                                    ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","900 ","Outside or special property, Other                ","39      ","  ","FIRST                    ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037445","0","06/10/2018","16:49:32","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","161 ","Restaurant or cafeteria                           ","31-39   ","  ","STUART                   ","  ","ST  ",": @JACOB WIRTH'S RESTAURANT             ","  ","                         ","  ","    "
"18-0037447","0","06/10/2018","17:24:16","621 ","Wrong location                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","40      ","  ","ROCKINGHAM               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037449","0","06/10/2018","17:28:35","551 ","Assist police or other governmental agency        ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","151     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037451","0","06/10/2018","17:38:31","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","27-33   ","  ","SMITH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037452","0","06/10/2018","17:41:47","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","160 ","Eating, drinking places, other                    ","38-39   ","  ","STUART                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037454","0","06/10/2018","17:52:28","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","400 ","Residential, Other                                ","1344    ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
