"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0065929","0","10/03/2018","20:07:45","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","    ","","38      ","E ","SPRINGFIELD              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065930","0","10/03/2018","20:08:11","650 ","Steam, Other gas mistaken for smoke, Other        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","68      ","  ","HIGHLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065931","0","10/03/2018","20:16:48","551 ","Assist police or other governmental agency        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","963 ","Street or road in commercial area                 ","        ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","COLUMBIA                 ","  ","RD  "
"18-0065932","0","10/03/2018","20:39:07","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","238-248 ","S ","HUNTINGTON               ","  ","AVE ",": #WYN3262                              ","  ","                         ","  ","    "
"18-0065933","0","10/03/2018","20:39:29","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","599 ","Business office                                   ","101     ","  ","ARCH                     ","  ","ST  ",": #12-1443                              ","  ","                         ","  ","    "
"18-0065935","0","10/03/2018","20:47:53","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","571 ","Service station, gas station                      ","21      ","  ","ARLINGTON                ","  ","AVE ",": #12-4183                              ","  ","                         ","  ","    "
"18-0065936","0","10/03/2018","20:50:06","462 ","Aircraft standby                                  ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","973 ","Aircraft taxiway                                  ","204     ","  ","PRESCOTT                 ","  ","ST  ",": @LOG-NORTH GATE STG                   ","  ","                         ","  ","    "
"18-0065937","0","10/03/2018","21:11:09","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","960 ","Street, Other                                     ","94      ","  ","WALNUT                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0065938","0","10/03/2018","21:11:15","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","429 ","Multifamily dwelling                              ","875     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0065939","0","10/03/2018","21:14:04","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","37      ","  ","BROOKLEDGE               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065942","0","10/03/2018","21:37:02","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","438     ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065943","0","10/03/2018","21:37:09","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","639 ","Communications center                             ","4620    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065946","0","10/03/2018","21:48:13","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","104     ","  ","WALNUT                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0065947","0","10/03/2018","21:55:30","462 ","Aircraft standby                                  ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","973 ","Aircraft taxiway                                  ","204     ","  ","PRESCOTT                 ","  ","ST  ",": @LOG-NORTH GATE                       ","  ","                         ","  ","    "
"18-0065948","0","10/03/2018","22:07:27","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","    ","","        ","  ","MELNEA CASS              ","  ","BLVD","                                        ","  ","TREMONT                  ","  ","ST  "
"18-0065949","0","10/03/2018","22:20:31","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","960 ","Street, Other                                     ","        ","  ","ESSEX                    ","  ","ST  ","                                        ","  ","SOUTH                    ","  ","ST  "
"18-0065951","0","10/03/2018","22:29:22","554 ","Assist invalid                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","439 ","Boarding/rooming house, residential hotels        ","151     ","  ","HALLET                   ","  ","ST  ",": @BLDG-KEYSTONE BLDG                   ","  ","                         ","  ","    "
"18-0065955","0","10/03/2018","22:45:17","744 ","Detector activation, no fire - unintentional      ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","28      ","  ","GREENOCK                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065956","0","10/03/2018","22:53:51","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","120     ","  ","BROOKWAY                 ","  ","RD  ",": @BHA-ARCHDALE                         ","  ","                         ","  ","    "
"18-0065959","0","10/03/2018","23:15:37","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","42      ","  ","BUSWELL                  ","  ","ST  ",": #BU343                                ","  ","                         ","  ","    "
"18-0065960","0","10/03/2018","23:17:52","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","4       ","  ","FOUNTAIN                 ","  ","PL  ",": #INS1205                              ","  ","                         ","  ","    "
"18-0065962","0","10/03/2018","23:26:22","511 ","Lock-out                                          ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","500 ","Mercantile, business, Other                       ","825     ","  ","MORTON                   ","  ","ST  ",": @WALGREENS - 825 MORTON ST, MATTAPAN  ","  ","                         ","  ","    "
"18-0065964","0","10/03/2018","23:54:09","700 ","False alarm or false call, Other                  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","419 ","1 or 2 family dwelling                            ","30      ","  ","MALLON                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0065966","0","10/04/2018","00:03:26","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","170 ","Passenger terminal, Other                         ","135-143 ","  ","CAUSEWAY                 ","  ","ST  ",": @RR-NORTH STATION                     ","  ","                         ","  ","    "
"18-0065967","0","10/04/2018","00:06:41","553 ","Public service                                    ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","19      ","  ","AVERTON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065971","0","10/04/2018","00:24:54","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","37      ","  ","INTERVALE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065974","0","10/04/2018","00:48:38","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","429 ","Multifamily dwelling                              ","35      ","  ","CHANNEL CENTER           ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065977","0","10/04/2018","02:10:07","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","110     ","  ","SYCAMORE                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065978","0","10/04/2018","02:29:09","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","447     ","  ","PARK                     ","  ","DR  ",": #INS976                               ","  ","                         ","  ","    "
"18-0065983","0","10/04/2018","02:56:48","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","54      ","  ","ORLEANS                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065986","0","10/04/2018","03:45:41","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","70      ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065987","0","10/04/2018","04:02:24","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","11      ","  ","I                        ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065988","0","10/04/2018","04:05:05","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","2875    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065993","0","10/04/2018","05:49:02","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","419 ","1 or 2 family dwelling                            ","77      ","  ","GREEN                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065995","0","10/04/2018","05:53:43","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","400 ","Residential, Other                                ","116     ","  ","WALES                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065996","0","10/04/2018","05:54:47","522 ","Water or steam leak                               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","484     ","E ","FOURTH                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0065997","0","10/04/2018","06:20:15","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","419 ","1 or 2 family dwelling                            ","43      ","  ","OLDFIELDS                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0065998","0","10/04/2018","06:25:27","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","98-100  ","W ","CEDAR                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066001","0","10/04/2018","06:54:17","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","400 ","Residential, Other                                ","7       ","  ","VERRILL                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066002","0","10/04/2018","06:57:57","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","500 ","Mercantile, business, Other                       ","1224    ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0066003","0","10/04/2018","07:17:07","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","960 ","Street, Other                                     ","103     ","  ","ARCH                     ","  ","ST  ",": @CH-ROBERT LYNCH - 103 ARCH ST, BOSTON","  ","                         ","  ","    "
"18-0066005","0","10/04/2018","07:36:52","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","    ","","9       ","W ","BROADWAY                 ","  ","    ",": @MBTA STA-BROADWAY                    ","  ","                         ","  ","    "
"18-0066007","0","10/04/2018","07:44:06","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","900 ","Outside or special property, Other                ","        ","  ","BRADSTON                 ","  ","ST  ","                                        ","  ","SOUTHAMPTON              ","  ","ST  "
"18-0066008","0","10/04/2018","07:46:58","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","278-280 ","  ","HUMBOLDT                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0066016","0","10/04/2018","08:40:47","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","103     ","  ","NINTH                    ","  ","ST  ",": #12-4217                              ","  ","                         ","  ","    "
"18-0066017","0","10/04/2018","08:41:52","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","200 ","Educational, Other                                ","79      ","N ","HARVARD                  ","  ","ST  ",": #HAR441                               ","  ","                         ","  ","    "
"18-0066018","0","10/04/2018","08:43:36","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","        ","  ","BEACON                   ","  ","ST  ","                                        ","  ","FAIRFIELD                ","  ","ST  "
"18-0066025","0","10/04/2018","09:17:41","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","215 ","High school/junior high school/middle school      ","150     ","  ","WILLIAM T MORRISSEY      ","  ","BLVD",": #12-1818                              ","  ","                         ","  ","    "
"18-0066027","0","10/04/2018","09:21:12","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","400 ","Residential, Other                                ","30      ","  ","IPSWICH                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066028","0","10/04/2018","09:22:00","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","42-8    ","  ","PAUL                     ","  ","PL  ","                                        ","  ","                         ","  ","    "
"18-0066029","0","10/04/2018","09:27:39","554 ","Assist invalid                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","429 ","Multifamily dwelling                              ","185     ","  ","FULTON                   ","  ","ST  ",": @BHA-AUSONIA HOMES                    ","  ","                         ","  ","    "
"18-0066030","0","10/04/2018","09:29:26","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","400 ","Residential, Other                                ","15-27   ","  ","MYRTLE                   ","  ","ST  ",": #12-1364                              ","  ","                         ","  ","    "
"18-0066031","0","10/04/2018","09:35:41","424 ","Carbon monoxide incident                          ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","512     ","  ","BEACON                   ","  ","ST  ",": @COL-BU-DANIELSEN HALL                ","  ","                         ","  ","    "
"18-0066032","0","10/04/2018","09:38:17","900A","FIU activity  (not covered by other inc types)    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","999     ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0066033","0","10/04/2018","09:39:01","900A","FIU activity  (not covered by other inc types)    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","419 ","1 or 2 family dwelling                            ","7       ","  ","ELLINGWOOD               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066034","0","10/04/2018","09:41:47","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","151 ","Library                                           ","40      ","  ","ACADEMY HILL             ","  ","RD  ",": #13-5364                              ","  ","                         ","  ","    "
"18-0066036","0","10/04/2018","09:49:16","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","900 ","Outside or special property, Other                ","3       ","  ","KENNEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066037","0","10/04/2018","09:57:21","550 ","Public service assistance, Other                  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","211 ","Preschool                                         ","198     ","  ","GENEVA                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0066038","0","10/04/2018","10:03:19","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","2148    ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066040","0","10/04/2018","10:10:40","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","2       ","  ","WALNUT                   ","  ","CT  ","                                        ","  ","                         ","  ","    "
"18-0066042","0","10/04/2018","10:17:09","500 ","Service Call, other                               ","0.0000","0.0000","06   ","               ","","02127     ","960 ","Street, Other                                     ","        ","  ","DISTRICT                 ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0066044","0","10/04/2018","10:25:55","551 ","Assist police or other governmental agency        ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","7       ","  ","GREW HILL                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0066046","0","10/04/2018","10:35:16","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","200 ","Educational, Other                                ","154     ","  ","STUART                   ","  ","ST  ",": @COL-NEW ENGLAND SCHOOL OF LAW        ","  ","                         ","  ","    "
"18-0066048","0","10/04/2018","10:43:12","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","960 ","Street, Other                                     ","        ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","SUMMER                   ","  ","ST  "
"18-0066049","0","10/04/2018","10:46:03","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","77-81   ","  ","EMPIRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066050","0","10/04/2018","10:50:02","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","242-244 ","  ","WARREN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066051","0","10/04/2018","10:52:52","900A","FIU activity  (not covered by other inc types)    ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02122     ","900 ","Outside or special property, Other                ","1       ","  ","WORRELL                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066053","0","10/04/2018","11:08:42","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","    ","","112     ","  ","SOUTHAMPTON              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066055","0","10/04/2018","11:11:41","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","500 ","Mercantile, business, Other                       ","17-19   ","  ","BEACH                    ","  ","ST  ",": #CLM1139                              ","  ","                         ","  ","    "
"18-0066056","0","10/04/2018","11:13:12","900A","FIU activity  (not covered by other inc types)    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","599 ","Business office                                   ","920     ","  ","MASSACHUSETTS            ","  ","AVE ",": @BOSTON FIRE ARSON BUILDING           ","  ","                         ","  ","    "
"18-0066058","0","10/04/2018","11:16:14","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","115     ","  ","SOUTHAMPTON              ","  ","ST  ",": @BFD HEADQUARTERS                     ","  ","                         ","  ","    "
"18-0066061","0","10/04/2018","11:18:54","511 ","Lock-out                                          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","963 ","Street or road in commercial area                 ","403     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066064","0","10/04/2018","11:34:49","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","44      ","  ","BUSWELL                  ","  ","ST  ",": #BU344                                ","  ","                         ","  ","    "
"18-0066066","0","10/04/2018","11:43:43","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","960 ","Street, Other                                     ","33      ","  ","MONSIGNOR PATRICK J. LYDO","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0066067","0","10/04/2018","11:45:46","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","365 ","Police station                                    ","240     ","  ","SOUTHAMPTON              ","  ","ST  ",": #12-7275                              ","  ","                         ","  ","    "
"18-0066068","0","10/04/2018","11:57:17","500 ","Service Call, other                               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","500 ","Mercantile, business, Other                       ","100     ","  ","PIER 4                   ","  ","BLVD","                                        ","  ","                         ","  ","    "
"18-0066069","0","10/04/2018","11:57:36","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","500 ","Mercantile, business, Other                       ","17-19   ","  ","BEACH                    ","  ","ST  ",": #CLM1139                              ","  ","                         ","  ","    "
"18-0066072","0","10/04/2018","12:13:10","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","400 ","Residential, Other                                ","33      ","  ","LANDSEER                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066073","0","10/04/2018","12:15:15","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","    ","","815     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066075","0","10/04/2018","12:22:18","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","500 ","Mercantile, business, Other                       ","76      ","  ","SUMMER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066077","0","10/04/2018","12:31:58","442 ","Overheated motor                                  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","700 ","Manufacturing, processing                         ","31      ","  ","MILK                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066080","0","10/04/2018","12:36:54","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","962 ","Residential street, road or residential driveway  ","161     ","N ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066081","0","10/04/2018","12:37:54","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","460 ","Dormitory-type residence, other                   ","62      ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0066082","0","10/04/2018","12:44:08","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","200 ","Educational, Other                                ","67      ","  ","BAY STATE                ","  ","RD  ",": #BU132                                ","  ","                         ","  ","    "
"18-0066084","0","10/04/2018","12:54:28","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","460 ","Dormitory-type residence, other                   ","112     ","  ","BAY STATE                ","  ","RD  ",": #BU161                                ","  ","                         ","  ","    "
"18-0066085","0","10/04/2018","12:54:55","541 ","Animal problem                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","64      ","  ","ARLINGTON                ","  ","ST  ",": @HOTEL-PARK PLAZA HOTEL & TWRS - 64 AR","  ","                         ","  ","    "
"18-0066086","0","10/04/2018","12:59:04","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","11   ","               ","","02199     ","961 ","Highway or divided highway                        ","        ","  ","I90 EB                   ","  ","    ",": EST MASSACHUSETTS TPKE E/RAMP BO BSTN ","  ","                         ","  ","    "
"18-0066087","0","10/04/2018","13:00:09","551 ","Assist police or other governmental agency        ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","124     ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0066088","0","10/04/2018","13:01:00","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","963 ","Street or road in commercial area                 ","        ","  ","ANTHONY RIP VALENTI      ","  ","WAY ",": alias VALENTI/BEVERLY                 ","  ","BEVERLY                  ","  ","ST  "
"18-0066089","0","10/04/2018","13:03:02","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","    ","","7       ","  ","FURNIVAL                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0066090","0","10/04/2018","13:03:27","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","400 ","Residential, Other                                ","75      ","  ","SAINT ALPHONSUS          ","  ","ST  ",": #14-2365                              ","  ","                         ","  ","    "
"18-0066091","0","10/04/2018","13:15:31","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","461     ","  ","MASSACHUSETTS            ","  ","AVE ",": #WYN4255                              ","  ","                         ","  ","    "
"18-0066092","0","10/04/2018","13:21:06","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","961 ","Highway or divided highway                        ","        ","  ","MASSACHUSETTS            ","  ","AVE ",": alias MASS AVE/MASS AVE CONNECTOR RX B","  ","GENERAL CASIMIR PULASKI  ","  ","SKWY"
"18-0066093","0","10/04/2018","13:23:00","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","460 ","Dormitory-type residence, other                   ","465     ","  ","HUNTINGTON               ","  ","AVE ",": #12-2336                              ","  ","                         ","  ","    "
"18-0066094","0","10/04/2018","13:25:27","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","        ","  ","GREENFIELD               ","  ","RD  ",": #3695                                 ","  ","RICHMERE                 ","  ","RD  "
"18-0066095","0","10/04/2018","13:26:24","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","    ","","250     ","  ","FIRST                    ","  ","AVE ",": @BNHP-HARBORVIEW APARTMENTS / BLDG 250","  ","                         ","  ","    "
"18-0066096","0","10/04/2018","13:29:33","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","962 ","Residential street, road or residential driveway  ","13      ","  ","CLEVEMONT                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0066097","0","10/04/2018","13:36:16","551 ","Assist police or other governmental agency        ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","31      ","  ","RICHMERE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0066098","0","10/04/2018","13:38:08","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","900 ","Outside or special property, Other                ","        ","  ","BROOKLINE                ","  ","AVE ","                                        ","  ","FRANCIS                  ","  ","ST  "
"18-0066100","0","10/04/2018","13:41:53","111 ","Building fire                                     ","1000.0000","1000.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","66      ","  ","FENWAY                   ","  ","    ","                                        ","  ","                         ","  ","    "
