"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0059390","0","09/07/2018","17:18:50","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","323 ","Asylum, mental institution                        ","112     ","  ","SOUTHAMPTON              ","  ","ST  ",": @SHELTER-SOUTHAMPTON ST, RX           ","  ","                         ","  ","    "
"18-0059391","0","09/07/2018","17:22:19","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","               ","","02125     ","960 ","Street, Other                                     ","        ","  ","1200 Dorchester ave      ","  ","    ",": #MTA270                               ","  ","                         ","  ","    "
"18-0059395","0","09/07/2018","17:26:14","552 ","Police matter                                     ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","9       ","  ","MONKS                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059397","0","09/07/2018","17:34:28","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","500 ","Mercantile, business, Other                       ","1       ","  ","LEGENDS                  ","  ","WAY ",": #13-1313                              ","  ","                         ","  ","    "
"18-0059401","0","09/07/2018","17:53:44","553 ","Public service                                    ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02118     ","963 ","Street or road in commercial area                 ","274     ","  ","SOUTHAMPTON              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059402","0","09/07/2018","17:57:40","900 ","Special type of incident, Other                   ","0.0000","0.0000","03   ","               ","","00000     ","900 ","Outside or special property, Other                ","50      ","  ","BATTERY                  ","  ","ST  ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"18-0059405","0","09/07/2018","18:06:31","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","599 ","Business office                                   ","175     ","  ","ADAMS                    ","  ","ST  ",": #18-3148                              ","  ","                         ","  ","    "
"18-0059406","0","09/07/2018","18:09:47","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","07   ","               ","","02125     ","961 ","Highway or divided highway                        ","        ","  ","193                      ","  ","    ",": @EX-SB I93 AT DORCHESTER YACHT CLUB   ","  ","                         ","  ","    "
"18-0059409","0","09/07/2018","18:14:29","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","400 ","Residential, Other                                ","875     ","  ","CANTERBURY               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059410","0","09/07/2018","18:23:07","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","36      ","  ","WINSTON                  ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0059412","0","09/07/2018","18:36:39","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","21      ","  ","CAWFIELD                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059414","0","09/07/2018","18:48:02","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","900 ","Outside or special property, Other                ","        ","  ","ORCHARD                  ","  ","ST  ","                                        ","  ","CENTRE                   ","  ","ST  "
"18-0059415","0","09/07/2018","19:06:02","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","962 ","Residential street, road or residential driveway  ","135     ","  ","EUSTIS                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059416","0","09/07/2018","19:06:21","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","26      ","  ","HOMESTEAD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059419","0","09/07/2018","19:20:25","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","400 ","Residential, Other                                ","27      ","  ","CHARTER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059420","0","09/07/2018","19:34:14","511 ","Lock-out                                          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","31      ","  ","SOUTH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059422","0","09/07/2018","19:56:17","552 ","Police matter                                     ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","962 ","Residential street, road or residential driveway  ","1325    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059423","0","09/07/2018","20:04:28","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","393     ","  ","TALBOT                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059424","0","09/07/2018","20:13:30","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","900 ","Outside or special property, Other                ","21      ","  ","WORMWOOD                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059425","0","09/07/2018","20:19:34","730 ","System malfunction, Other                         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","31      ","  ","SOUTH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059426","0","09/07/2018","20:19:50","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","965 ","Vehicle parking area                              ","30      ","  ","ROCKINGHAM               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059427","0","09/07/2018","20:22:39","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","331 ","Hospital - medical or psychiatric                 ","850     ","  ","HARRISON                 ","  ","AVE ",": #23-1664                              ","  ","                         ","  ","    "
"18-0059428","0","09/07/2018","20:23:41","531 ","Smoke or odor removal                             ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","400 ","Residential, Other                                ","1409    ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059429","0","09/07/2018","20:30:14","511 ","Lock-out                                          ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","121     ","  ","CHARLES                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059431","0","09/07/2018","20:50:58","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","31      ","  ","CUNARD                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059434","0","09/07/2018","21:01:14","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","255     ","  ","PARIS                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059436","0","09/07/2018","21:15:08","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","900 ","Outside or special property, Other                ","99      ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059437","0","09/07/2018","21:23:33","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","    ","","20      ","  ","NORTH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059438","0","09/07/2018","21:27:32","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","200 ","Educational, Other                                ","160     ","  ","MASSACHUSETTS            ","  ","AVE ",": alias 160 MASS AVE BO BSTN            ","  ","                         ","  ","    "
"18-0059443","0","09/07/2018","21:44:11","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","255     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059444","0","09/07/2018","21:47:52","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","963 ","Street or road in commercial area                 ","        ","  ","BLUE HILL                ","  ","AVE ",": alias BHA/AMER                        ","  ","AMERICAN LEGION          ","  ","HWY "
"18-0059445","0","09/07/2018","21:54:39","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","200 ","Educational, Other                                ","160     ","  ","MASSACHUSETTS            ","  ","AVE ",": alias 160 MASS AVE                    ","  ","                         ","  ","    "
"18-0059446","0","09/07/2018","21:57:29","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","900 ","Outside or special property, Other                ","        ","  ","KNAPP                    ","  ","ST  ","                                        ","  ","HARRISON                 ","  ","AVE "
"18-0059447","0","09/07/2018","21:58:14","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","38      ","  ","HEMENWAY                 ","  ","ST  ",": @COL-NORTHEASTERN UNIVERSITY HILLEL - ","  ","                         ","  ","    "
"18-0059448","0","09/07/2018","22:02:29","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","161 ","Restaurant or cafeteria                           ","1       ","  ","NASHUA                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059449","0","09/07/2018","22:18:23","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RS             ","Roslindale                                        ","02131     ","000 ","Property Use, Other                               ","23      ","  ","BASTO                    ","  ","TER ","                                        ","  ","                         ","  ","    "
"18-0059450","0","09/07/2018","22:22:29","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","962 ","Residential street, road or residential driveway  ","201     ","  ","STRATFORD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059451","0","09/07/2018","22:26:28","500 ","Service Call, other                               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","962 ","Residential street, road or residential driveway  ","744     ","E ","SIXTH                    ","  ","ST  ",": alias 744 E 6TH                       ","  ","                         ","  ","    "
"18-0059453","0","09/07/2018","22:39:22","800 ","Severe weather or natural disaster, Other         ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","962 ","Residential street, road or residential driveway  ","        ","  ","SEAVER                   ","  ","ST  ","                                        ","  ","MAPLE                    ","  ","ST  "
"18-0059454","0","09/07/2018","22:48:14","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","110 ","Fixed-use recreation places, other                ","10      ","  ","LAMARTINE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059455","0","09/07/2018","22:49:21","500 ","Service Call, other                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","960 ","Street, Other                                     ","        ","  ","ADAMS                    ","  ","ST  ","                                        ","  ","ROSEMONT                 ","  ","ST  "
"18-0059456","0","09/07/2018","22:53:05","461 ","Building or structure weakened or collapsed       ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","400 ","Residential, Other                                ","116     ","  ","HOMESTEAD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059458","0","09/07/2018","23:04:03","721 ","Bomb scare - no bomb                              ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","161 ","Restaurant or cafeteria                           ","        ","  ","ARLINGTON                ","  ","ST  ","                                        ","  ","MARLBOROUGH              ","  ","ST  "
"18-0059460","0","09/07/2018","23:13:31","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","529 ","Textile, wearing apparel sales                    ","22      ","  ","NEWBURY                  ","  ","ST  ",": #INS636                               ","  ","                         ","  ","    "
"18-0059462","0","09/07/2018","23:22:46","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","500 ","Mercantile, business, Other                       ","710     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059463","0","09/07/2018","23:22:55","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","1314    ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059465","0","09/07/2018","23:43:04","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","160 ","Eating, drinking places, other                    ","134     ","  ","SMITH                    ","  ","ST  ",": @SQUEALING PIG - 134 SMITH ST, ROXBURY","  ","                         ","  ","    "
"18-0059467","0","09/08/2018","00:08:44","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","460 ","Dormitory-type residence, other                   ","333     ","  ","COLUMBUS                 ","  ","AVE ",": #INS104                               ","  ","                         ","  ","    "
"18-0059468","0","09/08/2018","00:09:17","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","400 ","Residential, Other                                ","5300    ","  ","WASHINGTON               ","  ","ST  ",": @BHA-ROCKLAND TOWERS                  ","  ","                         ","  ","    "
"18-0059469","0","09/08/2018","00:11:32","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","449 ","Hotel/motel, commercial                           ","69R     ","  ","BOSTON                   ","  ","ST  ",": @HOTEL-SOUTH BAY HOTEL - 69R BOSTON ST","  ","                         ","  ","    "
"18-0059470","0","09/08/2018","00:11:54","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","8       ","  ","HIAWATHA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0059472","0","09/08/2018","00:25:50","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","882 ","Parking garage, general vehicle                   ","26      ","  ","PARK                     ","  ","PLZ ",": @MOTOR MART GARAGE - 26 PARK PLZ, BOST","  ","                         ","  ","    "
"18-0059473","0","09/08/2018","00:28:14","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","48      ","  ","BORDER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059474","0","09/08/2018","00:40:03","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","960 ","Street, Other                                     ","        ","  ","HUNTINGTON               ","  ","AVE ","                                        ","W ","NEWTON                   ","  ","ST  "
"18-0059475","0","09/08/2018","00:44:05","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","960 ","Street, Other                                     ","        ","  ","C                        ","  ","ST  ","                                        ","W ","FIRST                    ","  ","ST  "
"18-0059476","0","09/08/2018","00:49:05","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","34      ","  ","CIRCUIT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059477","0","09/08/2018","01:07:01","441 ","Heat from short circuit (wiring), defective/worn  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","75      ","  ","FRANCIS                  ","  ","ST  ",": #16-2356                              ","  ","                         ","  ","    "
"18-0059478","0","09/08/2018","01:14:03","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","962 ","Residential street, road or residential driveway  ","93      ","  ","ORMOND                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059480","0","09/08/2018","01:16:22","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","400 ","Residential, Other                                ","42      ","  ","LOURDES                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059482","0","09/08/2018","01:31:17","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","    ","","115     ","  ","SOUTHAMPTON              ","  ","ST  ",": @BFD HEADQUARTERS                     ","  ","                         ","  ","    "
"18-0059484","0","09/08/2018","01:37:06","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","2       ","  ","CLAREMONT                ","  ","PARK","                                        ","  ","                         ","  ","    "
"18-0059486","0","09/08/2018","01:50:25","551 ","Assist police or other governmental agency        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","100     ","  ","STUART                   ","  ","ST  ",": @HOTEL-W HOTELS-BOSTON - 100 STUART ST","  ","                         ","  ","    "
"18-0059487","0","09/08/2018","01:54:22","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","34      ","  ","ANNUNCIATION             ","  ","RD  ",": #14-2335                              ","  ","                         ","  ","    "
"18-0059490","0","09/08/2018","02:14:17","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","962 ","Residential street, road or residential driveway  ","        ","  ","FOSTER                   ","  ","ST  ","                                        ","  ","ROSE GARDEN              ","  ","CIR "
"18-0059496","0","09/08/2018","03:05:52","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","               ","","00000     ","    ","","        ","  ","HANOVER                  ","  ","ST  ",": #ACI0160                              ","  ","                         ","  ","    "
"18-0059497","0","09/08/2018","03:10:29","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","38      ","  ","WESTLAND                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059500","0","09/08/2018","03:55:13","131 ","Passenger vehicle fire                            ","30000.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","66      ","  ","EDSON                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059501","0","09/08/2018","03:56:40","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","000 ","Property Use, Other                               ","76      ","  ","ATHERTON                 ","  ","ST  ",": #NEU379                               ","  ","                         ","  ","    "
"18-0059503","0","09/08/2018","05:04:46","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","2045    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059504","0","09/08/2018","05:35:10","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","900 ","Outside or special property, Other                ","306     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059506","0","09/08/2018","06:09:28","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","19      ","  ","SAINT GERMAIN            ","  ","ST  ",": alias 19 ST GERMAINE ST               ","  ","                         ","  ","    "
"18-0059507","0","09/08/2018","06:15:05","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","419 ","1 or 2 family dwelling                            ","8       ","  ","BEECHWOOD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059509","0","09/08/2018","06:32:10","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","519 ","Food and beverage sales, grocery store            ","5       ","  ","POND                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059510","0","09/08/2018","06:48:14","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","143     ","  ","KILSYTH                  ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0059512","0","09/08/2018","06:49:10","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","        ","  ","MELNEA CASS              ","  ","BLVD",": alias CASS BLVD/MASSACHUSETTS AVE RX B","  ","MASSACHUSETTS            ","  ","AVE "
"18-0059513","0","09/08/2018","06:49:43","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","900 ","Outside or special property, Other                ","5       ","  ","BLOSSOM                  ","  ","ST  ",": @HOTEL-WYNDHAM - 5 BLOSSOM ST, BOSTON ","  ","                         ","  ","    "
"18-0059514","0","09/08/2018","06:52:00","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","900 ","Outside or special property, Other                ","199     ","  ","SUMMER                   ","  ","ST  ",": @MBTA STA-SOUTH STA                   ","  ","                         ","  ","    "
"18-0059515","0","09/08/2018","06:52:09","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","400 ","Residential, Other                                ","11      ","  ","NOTT                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059517","0","09/08/2018","07:03:22","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","400 ","Residential, Other                                ","14      ","  ","HIGHLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059518","0","09/08/2018","07:20:51","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","161 ","Restaurant or cafeteria                           ","375     ","  ","LONGWOOD                 ","  ","AVE ",": @BRUEGGERS BAGEL BAKERY - 375 LONGWOOD","  ","                         ","  ","    "
"18-0059521","0","09/08/2018","07:40:12","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","330     ","  ","BROOKLINE                ","  ","AVE ",": #12-2353                              ","  ","                         ","  ","    "
"18-0059524","0","09/08/2018","07:58:11","553 ","Public service                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","400 ","Residential, Other                                ","1461    ","  ","VFW                      ","  ","PKWY","                                        ","  ","                         ","  ","    "
"18-0059530","0","09/08/2018","08:38:18","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","23      ","  ","DANIA                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059535","0","09/08/2018","09:08:50","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","162 ","Bar or nightclub                                  ","22-26   ","W ","BROADWAY                 ","  ","    ",": #INS1202                              ","  ","                         ","  ","    "
"18-0059538","0","09/08/2018","09:31:51","554 ","Assist invalid                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","10      ","  ","TEMPLE                   ","  ","PL  ","                                        ","  ","                         ","  ","    "
"18-0059541","0","09/08/2018","09:43:15","511 ","Lock-out                                          ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","12      ","  ","BARDWELL                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059542","0","09/08/2018","09:51:05","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","600     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059544","0","09/08/2018","10:07:43","511 ","Lock-out                                          ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","965 ","Vehicle parking area                              ","124     ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0059545","0","09/08/2018","10:10:22","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","               ","","00000     ","900 ","Outside or special property, Other                ","50      ","  ","BATTERY                  ","  ","ST  ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"18-0059546","0","09/08/2018","10:11:56","553 ","Public service                                    ","0.0000","0.0000","01   ","               ","","00000     ","900 ","Outside or special property, Other                ","        ","S ","STATION CONNECTOR        ","  ","    ","                                        ","  ","LINCOLN                  ","  ","    "
"18-0059549","0","09/08/2018","10:28:37","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","549 ","Specialty shop                                    ","576     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0059550","0","09/08/2018","10:37:38","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","217     ","  ","I                        ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059552","0","09/08/2018","10:51:48","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","125     ","  ","AMORY                    ","  ","ST  ",": #12-2449                              ","  ","                         ","  ","    "
"18-0059555","0","09/08/2018","11:29:39","522 ","Water or steam leak                               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","256     ","N ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059557","0","09/08/2018","11:32:39","900T","BFD Drill                                         ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","199     ","  ","COLERIDGE                ","  ","ST  ",": @RINK-PORRAZZO SKATING RINK - 199 COLE","  ","                         ","  ","    "
"18-0059558","0","09/08/2018","11:42:19","730 ","System malfunction, Other                         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","429 ","Multifamily dwelling                              ","1       ","  ","DEVONSHIRE               ","  ","PL  ",": #AFA2842                              ","  ","                         ","  ","    "
"18-0059562","0","09/08/2018","12:00:36","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","322 ","Alcohol or substance abuse recovery center        ","15      ","  ","BUNKER HILL              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059563","0","09/08/2018","12:08:03","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","459 ","Residential board and care                        ","225     ","W ","SECOND                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0059567","0","09/08/2018","12:28:26","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","340 ","Clinics, doctors offices, hemodialysis cntr, other","20      ","  ","MAVERICK                 ","  ","SQ  ",": @BLDG-EAST BOSTON HC CRADDOCK BLDG-20 ","  ","                         ","  ","    "
"18-0059568","0","09/08/2018","12:30:12","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","320     ","  ","SARATOGA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
