"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0044736","0","07/10/2018","20:15:28","511 ","Lock-out                                          ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","545     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044737","0","07/10/2018","20:29:14","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","126     ","  ","KENRICK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044738","0","07/10/2018","20:30:11","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","30      ","  ","SAINT JAMES              ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044741","0","07/10/2018","20:37:39","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","500 ","Mercantile, business, Other                       ","1484    ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044742","0","07/10/2018","20:39:15","713 ","Telephone, malicious false alarm                  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","331 ","Hospital - medical or psychiatric                 ","49      ","  ","ROBINWOOD                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044743","0","07/10/2018","20:43:16","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","500 ","Mercantile, business, Other                       ","338     ","  ","NEWBURY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044746","0","07/10/2018","21:03:25","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","8       ","  ","DANNY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0044748","0","07/10/2018","21:14:56","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","951 ","Railroad right-of-way                             ","1157    ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044750","0","07/10/2018","21:28:14","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","    ","","141     ","  ","DAKOTA                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044753","0","07/10/2018","21:35:19","553 ","Public service                                    ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","900 ","Outside or special property, Other                ","1       ","  ","EIGHTH                   ","  ","ST  ",": @PIER 6 RESTAURANT - 1 8TH ST # 6, CHA","  ","                         ","  ","    "
"18-0044754","0","07/10/2018","21:40:30","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","45      ","  ","FRANCIS                  ","  ","ST  ",": #17-2356                              ","  ","                         ","  ","    "
"18-0044756","0","07/10/2018","21:51:40","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","900 ","Outside or special property, Other                ","11      ","W ","BROADWAY                 ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0044758","0","07/10/2018","22:09:10","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","962 ","Residential street, road or residential driveway  ","        ","  ","HANCOCK                  ","  ","ST  ",": #188                                  ","  ","JEROME                   ","  ","ST  "
"18-0044760","0","07/10/2018","22:22:48","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","180     ","  ","STRATTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044761","0","07/10/2018","22:25:21","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","962 ","Residential street, road or residential driveway  ","        ","  ","BOWDOIN                  ","  ","ST  ",": #1892                                 ","  ","QUINCY                   ","  ","ST  "
"18-0044762","0","07/10/2018","22:29:48","154 ","Dumpster or other outside trash receptacle fire   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","500 ","Mercantile, business, Other                       ","9       ","  ","BROOKFORD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044763","0","07/10/2018","22:36:57","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","161 ","Restaurant or cafeteria                           ","3-5     ","  ","FAIRMOUNT                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044764","0","07/10/2018","22:45:37","714 ","Central station, malicious false alarm            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","500 ","Mercantile, business, Other                       ","100     ","  ","NORTHERN                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044765","0","07/10/2018","23:00:41","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","        ","  ","DACIA                    ","  ","ST  ","                                        ","  ","DEWEY                    ","  ","ST  "
"18-0044769","0","07/10/2018","23:05:49","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","216     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044771","0","07/10/2018","23:15:06","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","962 ","Residential street, road or residential driveway  ","74      ","  ","WOODCLIFF                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044772","0","07/10/2018","23:23:19","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","449 ","Hotel/motel, commercial                           ","40      ","  ","DALTON                   ","  ","ST  ",": #14-1568                              ","  ","                         ","  ","    "
"18-0044773","0","07/10/2018","23:29:59","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","429 ","Multifamily dwelling                              ","346     ","  ","CONGRESS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044774","0","07/10/2018","23:43:12","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","962 ","Residential street, road or residential driveway  ","27      ","  ","WALES                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044775","0","07/10/2018","23:48:35","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","449 ","Hotel/motel, commercial                           ","40      ","  ","DALTON                   ","  ","ST  ",": @HILTON-BACK BAY - 40 DALTON ST, BOSTO","  ","                         ","  ","    "
"18-0044777","0","07/10/2018","23:57:13","700 ","False alarm or false call, Other                  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","500 ","Mercantile, business, Other                       ","123     ","  ","NEWBURY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044778","0","07/11/2018","00:00:38","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","963 ","Street or road in commercial area                 ","        ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","GIBSON                   ","  ","ST  "
"18-0044781","0","07/11/2018","00:35:45","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","311 ","24-hour care Nursing homes, 4 or more persons     ","170     ","  ","COREY                    ","  ","RD  ",": #INS822                               ","  ","                         ","  ","    "
"18-0044783","0","07/11/2018","00:41:06","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","212     ","  ","WALDEMAR                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044785","0","07/11/2018","01:23:10","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","962 ","Residential street, road or residential driveway  ","34      ","  ","ABBOT                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044786","0","07/11/2018","01:24:55","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","962 ","Residential street, road or residential driveway  ","        ","  ","CALUMET                  ","  ","ST  ","                                        ","  ","SACHEM                   ","  ","ST  "
"18-0044787","0","07/11/2018","01:28:34","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","500 ","Mercantile, business, Other                       ","150     ","  ","OLIVER                   ","  ","ST  ",": #12-1291                              ","  ","                         ","  ","    "
"18-0044789","0","07/11/2018","01:47:07","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02163     ","241 ","Adult education center, college classroom         ","53      ","  ","HARVARD                  ","  ","WAY ",": @COL-HARVARD UNIVERSITY - 60 HARVARD W","  ","                         ","  ","    "
"18-0044793","0","07/11/2018","02:32:49","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","962 ","Residential street, road or residential driveway  ","33      ","  ","WALES                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044794","0","07/11/2018","03:01:23","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","429 ","Multifamily dwelling                              ","1344    ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044797","0","07/11/2018","03:34:54","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","14      ","  ","FIDELIS                  ","  ","WAY ",": #13-5197                              ","  ","                         ","  ","    "
"18-0044798","0","07/11/2018","03:41:27","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","419 ","1 or 2 family dwelling                            ","107     ","  ","BEAUMONT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044799","0","07/11/2018","03:47:37","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","500 ","Mercantile, business, Other                       ","28      ","  ","HARRISON                 ","  ","AVE ",": #INS215                               ","  ","                         ","  ","    "
"18-0044800","0","07/11/2018","04:17:34","554 ","Assist invalid                                    ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","429 ","Multifamily dwelling                              ","42      ","  ","PARK                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044801","0","07/11/2018","04:40:47","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","160 ","Eating, drinking places, other                    ","262     ","  ","FRIEND                   ","  ","ST  ",": #WYN3753                              ","  ","                         ","  ","    "
"18-0044802","0","07/11/2018","04:42:20","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","416     ","  ","HANOVER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044804","0","07/11/2018","04:48:42","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","52A     ","W ","DEDHAM                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044806","0","07/11/2018","05:58:17","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","960 ","Street, Other                                     ","65      ","  ","GERARD                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044807","0","07/11/2018","06:23:07","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","20      ","  ","WASHINGTON               ","  ","ST  ",": #14-531                               ","  ","                         ","  ","    "
"18-0044808","0","07/11/2018","06:35:07","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02210     ","592 ","Bank                                              ","600     ","  ","ATLANTIC                 ","  ","AVE ",": #12-1413                              ","  ","                         ","  ","    "
"18-0044810","0","07/11/2018","06:41:03","551 ","Assist police or other governmental agency        ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","960 ","Street, Other                                     ","98      ","  ","GEORGE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044811","0","07/11/2018","06:44:07","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","900 ","Outside or special property, Other                ","90      ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0044813","0","07/11/2018","06:51:28","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","200 ","Educational, Other                                ","25      ","  ","DUNBAR                   ","  ","AVE ",": #12-3432                              ","  ","                         ","  ","    "
"18-0044816","0","07/11/2018","07:32:28","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","215 ","High school/junior high school/middle school      ","418     ","  ","POND                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044817","0","07/11/2018","07:33:50","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","01      ","  ","PUBLIC ALLEY NO. 440     ","  ","    ",": alias 01 PUBLIC ALLEY 440 BO BSTN     ","  ","                         ","  ","    "
"18-0044822","0","07/11/2018","07:57:37","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","1575    ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044825","0","07/11/2018","08:12:01","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02121     ","962 ","Residential street, road or residential driveway  ","        ","  ","AMERICAN LEGION          ","  ","HWY ","                                        ","  ","FRANKLIN HILL            ","  ","AVE "
"18-0044826","0","07/11/2018","08:23:13","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","    ","","204     ","  ","PRESCOTT                 ","  ","ST  ",": @LOG-NORTH GATE                       ","  ","                         ","  ","    "
"18-0044827","0","07/11/2018","08:27:46","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","311 ","24-hour care Nursing homes, 4 or more persons     ","70      ","  ","FULTON                   ","  ","ST  ",": #WYN4295                              ","  ","                         ","  ","    "
"18-0044830","0","07/11/2018","08:37:01","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","962 ","Residential street, road or residential driveway  ","246     ","E ","BERKELEY                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044831","0","07/11/2018","08:37:43","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","960 ","Street, Other                                     ","        ","  ","ADAMS                    ","  ","ST  ",": #3282                                 ","  ","GRANITE                  ","  ","AVE "
"18-0044832","0","07/11/2018","08:39:12","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","               ","","02129     ","    ","","        ","  ","TOBIN BRIDGE             ","  ","    ",": @BR-TOBIN UPPER                       ","  ","                         ","  ","    "
"18-0044833","0","07/11/2018","08:51:45","444 ","Power line down                                   ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","900 ","Outside or special property, Other                ","615     ","  ","LAGRANGE                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044834","0","07/11/2018","08:59:13","500 ","Service Call, other                               ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","900 ","Outside or special property, Other                ","        ","  ","LAGRANGE                 ","  ","ST  ","                                        ","  ","CENTRE                   ","  ","ST  "
"18-0044835","0","07/11/2018","09:00:13","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","963 ","Street or road in commercial area                 ","8       ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044837","0","07/11/2018","09:13:38","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","500 ","Mercantile, business, Other                       ","200     ","  ","CAMBRIDGE                ","  ","ST  ",": @BFD ENG 4                            ","  ","                         ","  ","    "
"18-0044838","0","07/11/2018","09:15:41","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","31      ","  ","BURBANK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044839","0","07/11/2018","09:21:33","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","963 ","Street or road in commercial area                 ","        ","  ","ALBANY                   ","  ","ST  ","                                        ","  ","FRONTAGE                 ","  ","RD  "
"18-0044840","0","07/11/2018","09:21:57","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","6       ","  ","SOUTHBOURNE              ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0044841","0","07/11/2018","09:23:03","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","449 ","Hotel/motel, commercial                           ","425     ","  ","SUMMER                   ","  ","ST  ",": #17-712                               ","  ","                         ","  ","    "
"18-0044846","0","07/11/2018","09:49:01","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","    ","","784     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044850","0","07/11/2018","10:19:51","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","279     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044853","0","07/11/2018","10:27:09","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","940 ","Water area, Other                                 ","        ","  ","50 Battery Street Inlet  ","  ","    ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"18-0044854","0","07/11/2018","10:36:25","900 ","Special type of incident, Other                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","900 ","Outside or special property, Other                ","560     ","  ","HUNTINGTON               ","  ","AVE ",": @BFD ENG 37                           ","  ","                         ","  ","    "
"18-0044857","0","07/11/2018","11:01:48","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","211     ","  ","WEST                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044858","0","07/11/2018","11:06:16","554 ","Assist invalid                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","419 ","1 or 2 family dwelling                            ","19      ","  ","CHISWICK                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0044859","0","07/11/2018","11:09:57","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","331 ","Hospital - medical or psychiatric                 ","267     ","  ","CHARLES                  ","  ","ST  ",": #38-135                               ","  ","                         ","  ","    "
"18-0044861","0","07/11/2018","11:20:00","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","2969    ","  ","WASHINGTON               ","  ","ST  ",": #WYN4678                              ","  ","                         ","  ","    "
"18-0044862","0","07/11/2018","11:28:14","554 ","Assist invalid                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","419 ","1 or 2 family dwelling                            ","5       ","  ","BRAEMORE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0044864","0","07/11/2018","11:36:35","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","60      ","  ","VALLAR                   ","  ","RD  ",": #12-6256                              ","  ","                         ","  ","    "
"18-0044867","0","07/11/2018","11:43:12","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","1100    ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044868","0","07/11/2018","11:43:49","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","944     ","  ","BENNINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044870","0","07/11/2018","12:09:49","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","10      ","  ","FIDELIS                  ","  ","WAY ",": #9981                                 ","  ","                         ","  ","    "
"18-0044872","0","07/11/2018","12:11:20","700 ","False alarm or false call, Other                  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","24      ","  ","SAXTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044873","0","07/11/2018","12:13:04","900T","BFD Drill                                         ","0.0000","0.0000","03   ","               ","","00000     ","888 ","Fire station                                      ","        ","  ","Battery St    BFD MU     ","  ","    ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"18-0044878","0","07/11/2018","12:39:50","553 ","Public service                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","32      ","  ","ADELAIDE                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044879","0","07/11/2018","12:41:07","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","19      ","  ","AVERTON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044883","0","07/11/2018","12:47:02","551 ","Assist police or other governmental agency        ","0.0000","0.0000","03   ","               ","","00000     ","946 ","Lake, river, stream                               ","        ","  ","MYSTIC RIVER             ","  ","    ",": @BOSTON HARBOR - INNER (MYSTIC-TOBIN B","  ","                         ","  ","    "
"18-0044886","0","07/11/2018","12:55:22","444 ","Power line down                                   ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","962 ","Residential street, road or residential driveway  ","        ","  ","BROOKDALE                ","  ","ST  ",": #2628                                 ","  ","SYCAMORE                 ","  ","ST  "
"18-0044887","0","07/11/2018","12:55:50","151 ","Outside rubbish, trash or waste fire              ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","960 ","Street, Other                                     ","105     ","  ","SEAPORT                  ","  ","BLVD","                                        ","  ","                         ","  ","    "
"18-0044888","0","07/11/2018","13:00:09","553 ","Public service                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","6       ","  ","MARGINAL                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044889","0","07/11/2018","13:00:32","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","900 ","Outside or special property, Other                ","14      ","  ","DAVID G MUGAR            ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0044894","0","07/11/2018","13:39:44","554 ","Assist invalid                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","900 ","Outside or special property, Other                ","3       ","  ","PEMBERTON                ","  ","SQ  ",": @SUFF-SUFFOLK COUNTY SUPERIOR COURT   ","  ","                         ","  ","    "
"18-0044895","0","07/11/2018","13:43:46","555 ","Defective elevator, no occupants                  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","331 ","Hospital - medical or psychiatric                 ","860     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044896","0","07/11/2018","13:55:38","542 ","Animal rescue                                     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","900 ","Outside or special property, Other                ","327     ","  ","NEWBURY                  ","  ","ST  ",": @SONSIE - 327 NEWBURY ST, BOSTON      ","  ","                         ","  ","    "
"18-0044898","0","07/11/2018","13:59:53","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","900 ","Outside or special property, Other                ","1789    ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044899","0","07/11/2018","14:22:59","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","161 ","Restaurant or cafeteria                           ","870     ","  ","MASSACHUSETTS            ","  ","AVE ",": @MCDONALDS - 870 MASSACHUSETTS AVE, RO","  ","                         ","  ","    "
"18-0044900","0","07/11/2018","14:24:54","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","419 ","1 or 2 family dwelling                            ","17      ","  ","ESSEX                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044905","0","07/11/2018","15:01:13","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","500 ","Mercantile, business, Other                       ","22-26   ","  ","WARREN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044907","0","07/11/2018","15:04:23","900T","BFD Drill                                         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","900 ","Outside or special property, Other                ","56      ","  ","FID KENNEDY              ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0044914","0","07/11/2018","15:35:14","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","419 ","1 or 2 family dwelling                            ","56      ","  ","ALLEGHANY                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044916","0","07/11/2018","15:40:00","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","61      ","  ","BROOK FARM               ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0044918","0","07/11/2018","15:47:02","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","500 ","Mercantile, business, Other                       ","22-26   ","  ","WARREN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044920","0","07/11/2018","15:54:10","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","53-57   ","  ","WINDSOR                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0044925","0","07/11/2018","16:03:53","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","900 ","Outside or special property, Other                ","19      ","  ","STANIFORD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
