"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0015136","0","03/03/2018","13:46:22","550 ","Public service assistance, Other                  ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","962 ","Residential street, road or residential driveway  ","262     ","  ","VERMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015137","0","03/03/2018","13:47:53","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","        ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","POND                     ","  ","ST  "
"18-0015138","0","03/03/2018","13:48:25","113 ","Cooking fire, confined to container               ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","156     ","  ","EUSTIS                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015139","0","03/03/2018","13:50:50","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","938 ","Graded and cared-for plots of land                ","4       ","  ","NAPIER                   ","  ","PARK","                                        ","  ","                         ","  ","    "
"18-0015140","0","03/03/2018","13:57:00","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","207     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015141","0","03/03/2018","13:57:51","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","960 ","Street, Other                                     ","98      ","  ","HOMES                    ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015143","0","03/03/2018","14:02:22","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","18      ","  ","GROVELAND                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015144","0","03/03/2018","14:05:09","400 ","Hazardous condition, Other                        ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","962 ","Residential street, road or residential driveway  ","670     ","  ","BAKER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015145","0","03/03/2018","14:05:17","444 ","Power line down                                   ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","962 ","Residential street, road or residential driveway  ","        ","  ","RESERVATION              ","  ","RD  ","                                        ","  ","BRAINARD                 ","  ","ST  "
"18-0015146","0","03/03/2018","14:05:32","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","29      ","  ","BURRELL                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015147","0","03/03/2018","14:07:45","500 ","Service Call, other                               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","962 ","Residential street, road or residential driveway  ","        ","  ","HARDWICK                 ","  ","ST  ","                                        ","  ","DUNBOY                   ","  ","ST  "
"18-0015149","0","03/03/2018","14:13:42","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","519 ","Food and beverage sales, grocery store            ","557     ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015150","0","03/03/2018","14:24:16","600 ","Good intent call, Other                           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","962 ","Residential street, road or residential driveway  ","        ","  ","WAVERLY                  ","  ","ST  ","                                        ","  ","MACKIN                   ","  ","ST  "
"18-0015151","0","03/03/2018","14:37:23","813 ","Wind storm, tornado/hurricane assessment          ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","938 ","Graded and cared-for plots of land                ","52      ","  ","BIRCH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015154","0","03/03/2018","14:57:05","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","35      ","  ","PATTERSON                ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0015156","0","03/03/2018","14:59:53","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","161-165 ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015157","0","03/03/2018","15:01:24","550 ","Public service assistance, Other                  ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","962 ","Residential street, road or residential driveway  ","15      ","  ","LARKHILL                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0015159","0","03/03/2018","15:10:47","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","160 ","Eating, drinking places, other                    ","20      ","  ","FAIRMOUNT                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015160","0","03/03/2018","15:11:28","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","400     ","  ","BORDER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015161","0","03/03/2018","15:14:28","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","150     ","  ","WALNUT                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015163","0","03/03/2018","15:16:17","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","963 ","Street or road in commercial area                 ","61      ","  ","EXETER                   ","  ","ST  ",": @HOTEL-LENOX HOTEL - 61 EXETER ST, BOS","  ","                         ","  ","    "
"18-0015164","0","03/03/2018","15:20:53","400 ","Hazardous condition, Other                        ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","900 ","Outside or special property, Other                ","792     ","  ","CANTERBURY               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015165","0","03/03/2018","15:28:59","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02215     ","429 ","Multifamily dwelling                              ","1039    ","  ","COMMONWEALTH             ","  ","AVE ",": #CLM809                               ","  ","                         ","  ","    "
"18-0015167","0","03/03/2018","15:45:46","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","962 ","Residential street, road or residential driveway  ","19      ","  ","MERRILL                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015169","0","03/03/2018","15:48:00","424 ","Carbon monoxide incident                          ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","41      ","  ","MCNULTY                  ","  ","CT  ","                                        ","  ","                         ","  ","    "
"18-0015171","0","03/03/2018","16:01:33","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","12      ","  ","LYNDHURST                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015174","0","03/03/2018","16:03:10","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","69      ","  ","CENTRAL                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015175","0","03/03/2018","16:03:30","553 ","Public service                                    ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","900 ","Outside or special property, Other                ","347     ","  ","NORFOLK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015179","0","03/03/2018","16:15:40","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","599 ","Business office                                   ","100     ","  ","SUMMER                   ","  ","ST  ",": #12-1431                              ","  ","                         ","  ","    "
"18-0015180","0","03/03/2018","16:17:01","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","419 ","1 or 2 family dwelling                            ","228     ","  ","MARLBOROUGH              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015182","0","03/03/2018","16:20:24","444 ","Power line down                                   ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","962 ","Residential street, road or residential driveway  ","1       ","  ","ZAMORA                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015183","0","03/03/2018","16:20:52","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","200 ","Educational, Other                                ","26      ","  ","HIGHLAND                 ","  ","AVE ",": @SCH-PAIGE ACADEMY - 26 HIGHLAND AVE, ","  ","                         ","  ","    "
"18-0015186","0","03/03/2018","16:25:03","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","963 ","Street or road in commercial area                 ","396     ","  ","ADAMS                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015187","0","03/03/2018","16:27:44","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","32-34   ","  ","FIDELIS                  ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0015188","0","03/03/2018","16:56:01","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","963 ","Street or road in commercial area                 ","        ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","TALBOT                   ","  ","AVE "
"18-0015189","0","03/03/2018","16:56:17","600 ","Good intent call, Other                           ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","6       ","  ","FIDELIS                  ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0015191","0","03/03/2018","17:03:43","600 ","Good intent call, Other                           ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","962 ","Residential street, road or residential driveway  ","55      ","  ","DUMAS                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015192","0","03/03/2018","17:05:19","424 ","Carbon monoxide incident                          ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","1430    ","  ","COLUMBIA                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0015194","0","03/03/2018","17:14:09","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","460 ","Dormitory-type residence, other                   ","241     ","  ","SAINT BOTOLPH            ","  ","ST  ",": @COL-NEC-ST. BOTOLPH BUILDING (PIERCE ","  ","                         ","  ","    "
"18-0015195","0","03/03/2018","17:28:46","554 ","Assist invalid                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","10      ","  ","TEMPLE                   ","  ","PL  ","                                        ","  ","                         ","  ","    "
"18-0015196","0","03/03/2018","17:40:42","553 ","Public service                                    ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","962 ","Residential street, road or residential driveway  ","        ","  ","AUSTIN                   ","  ","ST  ","                                        ","  ","WINDHAM                  ","  ","RD  "
"18-0015197","0","03/03/2018","17:42:59","813 ","Wind storm, tornado/hurricane assessment          ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","938 ","Graded and cared-for plots of land                ","1116    ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015198","0","03/03/2018","17:50:11","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","    ","","2222    ","  ","CENTRE                   ","  ","ST  ",": @LTC-DEUTSCHES ALTENHEIM GERMAN CENTRE","  ","                         ","  ","    "
"18-0015200","0","03/03/2018","18:23:48","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","642 ","Electrical distribution                           ","9       ","  ","COMMONWEALTH             ","  ","TER ","                                        ","  ","                         ","  ","    "
"18-0015201","0","03/03/2018","18:25:50","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","14-16   ","  ","TYLER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015203","0","03/03/2018","18:43:29","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","960 ","Street, Other                                     ","500     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015206","0","03/03/2018","19:05:27","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","962 ","Residential street, road or residential driveway  ","19      ","  ","FENELON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015207","0","03/03/2018","19:11:14","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","419 ","1 or 2 family dwelling                            ","41      ","  ","WENDOVER                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015208","0","03/03/2018","19:11:53","550 ","Public service assistance, Other                  ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","960 ","Street, Other                                     ","        ","  ","BREMEN                   ","  ","ST  ","                                        ","  ","SUMNER                   ","  ","ST  "
"18-0015209","0","03/03/2018","19:17:58","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","300 ","Health care, detention, & correction, Other       ","15      ","  ","MORSE                    ","  ","ST  ",": #INS307                               ","  ","                         ","  ","    "
"18-0015210","0","03/03/2018","19:32:15","411 ","Gasoline or other flammable liquid spill          ","0.0000","0.0000","03   ","               ","","02129     ","900 ","Outside or special property, Other                ","        ","  ","CHARTER                  ","  ","ST  ",": @PARK-PAUL REVERE PARK                ","  ","                         ","  ","    "
"18-0015211","0","03/03/2018","19:32:40","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","331 ","Hospital - medical or psychiatric                 ","16      ","  ","SHATTUCK                 ","  ","ST  ",": #12-236                               ","  ","                         ","  ","    "
"18-0015216","0","03/03/2018","19:54:51","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","960 ","Street, Other                                     ","107     ","  ","PORTER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015221","0","03/03/2018","20:33:41","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","    ","","505     ","  ","CONGRESS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015222","0","03/03/2018","20:36:11","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","2219    ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015223","0","03/03/2018","20:37:24","520 ","Water problem, Other                              ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","3       ","  ","VINE                     ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015227","0","03/03/2018","20:58:48","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","90      ","  ","CRAWFORD                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015233","0","03/03/2018","21:26:17","700 ","False alarm or false call, Other                  ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","400 ","Residential, Other                                ","157     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015236","0","03/03/2018","21:36:54","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","30      ","  ","MONUMENT                 ","  ","SQ  ",": #INS1026                              ","  ","                         ","  ","    "
"18-0015237","0","03/03/2018","21:42:10","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","642 ","Electrical distribution                           ","        ","  ","LINCOLN                  ","  ","ST  ","                                        ","  ","FRANKLIN                 ","  ","ST  "
"18-0015238","0","03/03/2018","21:44:41","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","519 ","Food and beverage sales, grocery store            ","51      ","  ","AUSTIN                   ","  ","ST  ",": @WHOLE FOODS MARKET - 51 AUSTIN ST, CH","  ","                         ","  ","    "
"18-0015240","0","03/03/2018","22:03:47","500 ","Service Call, other                               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","962 ","Residential street, road or residential driveway  ","8       ","  ","VINAL                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015242","0","03/03/2018","22:17:11","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","120     ","  ","H                        ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015244","0","03/03/2018","22:22:48","700 ","False alarm or false call, Other                  ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02121     ","400 ","Residential, Other                                ","564-566 ","  ","WARREN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015249","0","03/03/2018","22:37:03","553 ","Public service                                    ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","500 ","Mercantile, business, Other                       ","2       ","  ","ALLSTATE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0015250","0","03/03/2018","22:38:03","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","45      ","  ","MYRTLE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015251","0","03/03/2018","22:39:17","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","963 ","Street or road in commercial area                 ","        ","  ","BROOKLINE                ","  ","AVE ","                                        ","  ","NEWBURY                  ","  ","ST  "
"18-0015253","0","03/03/2018","23:01:50","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","251     ","  ","NEWBURY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015254","0","03/03/2018","23:02:41","554 ","Assist invalid                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","110     ","  ","PETERBOROUGH             ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015256","0","03/03/2018","23:06:44","621 ","Wrong location                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","000 ","Property Use, Other                               ","103     ","  ","FREEPORT                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015257","0","03/03/2018","23:07:58","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","100 ","Assembly, Other                                   ","256     ","  ","FREEPORT                 ","  ","ST  ",": @IBEW LOCAL 103 - 256 FREEPORT ST # 1,","  ","                         ","  ","    "
"18-0015260","0","03/03/2018","23:24:58","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","400 ","Residential, Other                                ","24      ","  ","SIDLAW                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0015261","0","03/03/2018","23:26:14","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","119     ","  ","MAXWELL                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015262","0","03/03/2018","23:28:45","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","442     ","  ","RIVER                    ","  ","ST  ",": #CLM1090                              ","  ","                         ","  ","    "
"18-0015263","0","03/03/2018","23:34:55","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","144     ","  ","DUDLEY                   ","  ","ST  ",": @HOTEL-DARMOUTH HOTEL LTD - 144 DUDLEY","  ","                         ","  ","    "
"18-0015264","0","03/03/2018","23:35:47","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","33      ","  ","CUNARD                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015265","0","03/03/2018","23:38:55","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","        ","  ","CLIFTON                  ","  ","ST  ","                                        ","  ","SHIRLEY                  ","  ","ST  "
"18-0015266","0","03/03/2018","23:45:11","424 ","Carbon monoxide incident                          ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","400 ","Residential, Other                                ","9       ","  ","WALFORD                  ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0015270","0","03/03/2018","23:58:46","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","722     ","E ","SECOND                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015271","0","03/03/2018","23:58:49","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","192     ","  ","HUMBOLDT                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015273","0","03/04/2018","00:18:11","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02163     ","241 ","Adult education center, college classroom         ","44      ","  ","HARVARD                  ","  ","WAY ",": #HAR325                               ","  ","                         ","  ","    "
"18-0015275","0","03/04/2018","00:45:01","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","182 ","Auditorium, concert hall                          ","158     ","  ","BRIGHTON                 ","  ","AVE ",": #WYN3689                              ","  ","                         ","  ","    "
"18-0015277","0","03/04/2018","00:46:52","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","599 ","Business office                                   ","217-231 ","  ","FRIEND                   ","  ","ST  ",": #15-1315                              ","  ","                         ","  ","    "
"18-0015278","0","03/04/2018","00:47:01","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","660     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015280","0","03/04/2018","01:09:09","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","460 ","Dormitory-type residence, other                   ","10      ","  ","WEST                     ","  ","ST  ",": @COL-SUFFOLK UNIVERSITY - 10 WEST ST, ","  ","                         ","  ","    "
"18-0015282","0","03/04/2018","01:11:52","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","961 ","Highway or divided highway                        ","480     ","  ","WILLIAM F MCCLELLAN      ","  ","HWY ",": ALIAS WALDEMAR/MCCLELLAN HWY EB BSTN  ","  ","                         ","  ","    "
"18-0015283","0","03/04/2018","01:16:05","424 ","Carbon monoxide incident                          ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","549 ","Specialty shop                                    ","256     ","  ","MARGINAL                 ","  ","ST  ",": #INS225                               ","  ","                         ","  ","    "
"18-0015285","0","03/04/2018","01:44:39","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","493     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015286","0","03/04/2018","01:47:19","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","153     ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015287","0","03/04/2018","01:49:34","730 ","System malfunction, Other                         ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","919 ","Dump, sanitary landfill                           ","14      ","  ","BUNKER HILL INDUSTRIAL   ","  ","PARK","                                        ","  ","                         ","  ","    "
"18-0015288","0","03/04/2018","01:54:05","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02125     ","    ","","132     ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015289","0","03/04/2018","01:59:28","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","419 ","1 or 2 family dwelling                            ","722     ","E ","SECOND                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015290","0","03/04/2018","02:02:53","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","65      ","  ","WARRENTON                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015292","0","03/04/2018","02:11:38","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","10      ","  ","ELLET                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015296","0","03/04/2018","02:42:16","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","860     ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015297","0","03/04/2018","02:42:52","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","        ","  ","DORCHESTER               ","  ","AVE ",": #1842                                 ","  ","SUDAN                    ","  ","ST  "
"18-0015298","0","03/04/2018","02:45:31","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","309     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0015301","0","03/04/2018","02:58:34","553 ","Public service                                    ","0.0000","0.0000","07   ","BO             ","Boston                                            ","02118     ","900 ","Outside or special property, Other                ","35      ","  ","NORTHAMPTON              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015303","0","03/04/2018","03:20:13","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","10      ","  ","ELLET                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015306","0","03/04/2018","04:02:21","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","400 ","Residential, Other                                ","19      ","  ","WAYNE                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0015308","0","03/04/2018","04:14:17","736 ","CO detector activation due to malfunction         ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","89      ","  ","WELLES                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
