"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0008554","0","02/02/2018","21:34:49","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","25      ","  ","WOODLAWN                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008556","0","02/02/2018","21:48:25","553 ","Public service                                    ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02120     ","400 ","Residential, Other                                ","975     ","  ","TREMONT                  ","  ","ST  ",":FRONT LOBBY                            ","  ","                         ","  ","    "
"18-0008559","0","02/02/2018","21:57:28","621 ","Wrong location                                    ","0.0000","0.0000","09   ","BO             ","Boston                                            ","02118     ","NNN ","None                                              ","        ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","HERALD                   ","  ","ST  "
"18-0008561","0","02/02/2018","22:04:25","113 ","Cooking fire, confined to container               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","1630    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0008567","0","02/02/2018","23:27:57","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","599 ","Business office                                   ","10      ","  ","PARK                     ","  ","PLZ ",": #12-1531                              ","  ","                         ","  ","    "
"18-0008569","0","02/02/2018","23:45:09","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","449 ","Hotel/motel, commercial                           ","215     ","  ","CHARLES                  ","  ","ST  ",": @HOTEL-LIBERTY HOTEL-BOSTON - 215 CHAR","  ","                         ","  ","    "
"18-0008574","0","02/03/2018","00:19:35","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","724     ","  ","WASHINGTON               ","  ","ST  ",": #INS433                               ","  ","                         ","  ","    "
"18-0008576","0","02/03/2018","00:23:05","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","165     ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008577","0","02/03/2018","00:34:06","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","495     ","  ","BLUE HILL                ","  ","AVE ",": #12-1792                              ","  ","                         ","  ","    "
"18-0008579","0","02/03/2018","00:42:04","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","500 ","Mercantile, business, Other                       ","47      ","  ","THORNDIKE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008580","0","02/03/2018","01:12:38","621 ","Wrong location                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","110     ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0008584","0","02/03/2018","01:52:15","552 ","Police matter                                     ","0.0000","0.0000","06   ","               ","","02118     ","961 ","Highway or divided highway                        ","        ","  ","I93 NB                   ","  ","    ",": @EX-NB I93 AT EXIT 18                 ","  ","                         ","  ","    "
"18-0008586","0","02/03/2018","01:55:16","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","984 ","Industrial plant yard - area                      ","165     ","  ","KNEELAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008588","0","02/03/2018","02:01:10","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","599 ","Business office                                   ","1       ","  ","POST OFFICE              ","  ","SQ  ","                                        ","  ","                         ","  ","    "
"18-0008589","0","02/03/2018","02:01:24","552 ","Police matter                                     ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","960 ","Street, Other                                     ","569     ","  ","BENNINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008590","0","02/03/2018","02:26:36","424 ","Carbon monoxide incident                          ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","31      ","  ","BOWDOIN                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008592","0","02/03/2018","02:31:53","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","419 ","1 or 2 family dwelling                            ","2       ","  ","PHILLIPS                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008596","0","02/03/2018","02:47:01","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","960 ","Street, Other                                     ","        ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","CLARENDON                ","  ","ST  "
"18-0008598","0","02/03/2018","02:56:53","111 ","Building fire                                     ","100000.0000","50000.0000","08   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","351     ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008599","0","02/03/2018","03:09:06","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","359     ","  ","PARK                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008603","0","02/03/2018","03:47:45","522 ","Water or steam leak                               ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02467     ","429 ","Multifamily dwelling                              ","50-56   ","  ","BROADLAWN                ","  ","PARK","                                        ","  ","                         ","  ","    "
"18-0008604","0","02/03/2018","03:58:23","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","81      ","  ","ORTON-MAROTTA            ","  ","WAY ",": #12-7217                              ","  ","                         ","  ","    "
"18-0008605","0","02/03/2018","04:18:44","744 ","Detector activation, no fire - unintentional      ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","429 ","Multifamily dwelling                              ","73-77   ","  ","SIERRA                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0008609","0","02/03/2018","05:09:54","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","111     ","  ","FLAHERTY                 ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0008611","0","02/03/2018","05:36:36","511 ","Lock-out                                          ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","460 ","Dormitory-type residence, other                   ","26      ","  ","STILLMAN                 ","  ","ST  ",":3                                      ","  ","                         ","  ","    "
"18-0008612","0","02/03/2018","05:39:19","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","38      ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008613","0","02/03/2018","05:40:46","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","11      ","  ","FLAHERTY                 ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0008615","0","02/03/2018","05:45:32","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","000 ","Property Use, Other                               ","60      ","  ","PAUL SULLIVAN            ","  ","WAY ",": #13-1634                              ","  ","                         ","  ","    "
"18-0008616","0","02/03/2018","06:23:50","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","419 ","1 or 2 family dwelling                            ","72      ","  ","WARREN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008617","0","02/03/2018","06:25:49","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","1156    ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0008618","0","02/03/2018","06:26:55","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","17      ","  ","HORAN                    ","  ","WAY ",": #PAT1570                              ","  ","                         ","  ","    "
"18-0008619","0","02/03/2018","06:29:10","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","440     ","  ","TREMONT                  ","  ","ST  ",": @BHA-EVA WHITE,1                      ","  ","                         ","  ","    "
"18-0008620","0","02/03/2018","06:56:40","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","100 ","Assembly, Other                                   ","111     ","  ","HUNTINGTON               ","  ","AVE ",": #23-1565                              ","  ","                         ","  ","    "
"18-0008621","0","02/03/2018","07:01:34","100 ","","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","419 ","1 or 2 family dwelling                            ","38      ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008622","0","02/03/2018","07:06:05","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","174 ","Rapid transit station                             ","120     ","  ","HUNTINGTON               ","  ","AVE ",": @MBTA STA-PRUDENTIAL                  ","  ","                         ","  ","    "
"18-0008624","0","02/03/2018","07:19:35","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","599 ","Business office                                   ","148     ","  ","STATE                    ","  ","ST  ",": #CLM775                               ","  ","                         ","  ","    "
"18-0008625","0","02/03/2018","07:34:57","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","342 ","Doctor, dentist or oral surgeon office            ","609     ","  ","ALBANY                   ","  ","ST  ",": #12-1646                              ","  ","                         ","  ","    "
"18-0008627","0","02/03/2018","07:50:02","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","592 ","Bank                                              ","        ","  ","MASSACHUSETTS            ","  ","AVE ",": alias MASS/BOYLSTON                   ","  ","BOYLSTON                 ","  ","ST  "
"18-0008629","0","02/03/2018","07:53:51","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","20      ","  ","CONCORD                  ","  ","SQ  ","                                        ","  ","                         ","  ","    "
"18-0008630","0","02/03/2018","08:08:34","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","900 ","Outside or special property, Other                ","115     ","  ","SOUTHAMPTON              ","  ","ST  ",": @BFD HEADQUARTERS                     ","  ","                         ","  ","    "
"18-0008632","0","02/03/2018","08:32:24","554 ","Assist invalid                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","419 ","1 or 2 family dwelling                            ","18      ","  ","CUMMINGS                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0008633","0","02/03/2018","08:35:53","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","    ","","482     ","  ","TREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008635","0","02/03/2018","08:49:19","113 ","Cooking fire, confined to container               ","0.0000","50.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","592 ","Bank                                              ","435     ","  ","MARKET                   ","  ","ST  ",": @PEOPLES FEDERAL SAVINGS BANK - 435 MA","  ","                         ","  ","    "
"18-0008641","0","02/03/2018","09:42:50","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","571 ","Service station, gas station                      ","21      ","  ","ARLINGTON                ","  ","AVE ",": #12-4183                              ","  ","                         ","  ","    "
"18-0008644","0","02/03/2018","10:12:04","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","331 ","Hospital - medical or psychiatric                 ","840     ","  ","HARRISON                 ","  ","AVE ",": #12-1664                              ","  ","                         ","  ","    "
"18-0008645","0","02/03/2018","10:13:55","550 ","Public service assistance, Other                  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","439 ","Boarding/rooming house, residential hotels        ","241     ","  ","PERKINS                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008646","0","02/03/2018","10:16:26","553 ","Public service                                    ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","650     ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0008649","0","02/03/2018","10:31:48","500 ","Service Call, other                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","963 ","Street or road in commercial area                 ","        ","  ","GALLIVAN                 ","  ","BLVD","                                        ","  ","CARRUTH                  ","  ","ST  "
"18-0008651","0","02/03/2018","11:09:42","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","400 ","Residential, Other                                ","780     ","  ","BOYLSTON                 ","  ","ST  ",": #13-1572                              ","  ","                         ","  ","    "
"18-0008652","0","02/03/2018","11:18:46","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","882 ","Parking garage, general vehicle                   ","        ","  ","FRANKLIN                 ","  ","ST  ","                                        ","  ","INDIA                    ","  ","ST  "
"18-0008653","0","02/03/2018","11:19:08","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","963 ","Street or road in commercial area                 ","16      ","  ","CUMMINS                  ","  ","HWY ",": @PO-US POST OFFICE - 16 CUMMINS HWY, R","  ","                         ","  ","    "
"18-0008656","0","02/03/2018","11:38:11","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","3298    ","  ","WASHINGTON               ","  ","ST  ",": #INS205                               ","  ","                         ","  ","    "
"18-0008657","0","02/03/2018","11:45:04","600 ","Good intent call, Other                           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","900 ","Outside or special property, Other                ","375     ","  ","LONGWOOD                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0008661","0","02/03/2018","12:04:09","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","108     ","  ","CHELSEA                  ","E ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008662","0","02/03/2018","12:06:07","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","244     ","  ","KELTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008666","0","02/03/2018","12:18:34","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","963 ","Street or road in commercial area                 ","        ","  ","COLUMBIA                 ","  ","RD  ",": #7252                                 ","  ","DORCHESTER               ","  ","AVE "
"18-0008668","0","02/03/2018","12:24:14","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","130     ","  ","AUCKLAND                 ","  ","ST  ",": #12-1866                              ","  ","                         ","  ","    "
"18-0008671","0","02/03/2018","12:44:11","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","331 ","Hospital - medical or psychiatric                 ","185     ","  ","PILGRIM                  ","  ","RD  ",": #15-2356                              ","  ","                         ","  ","    "
"18-0008673","0","02/03/2018","13:04:19","500 ","Service Call, other                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","965 ","Vehicle parking area                              ","1       ","  ","WORRELL                  ","  ","ST  ",": @SCH-RICHARD J. MURPHY K-8 SCHOOL     ","  ","                         ","  ","    "
"18-0008676","0","02/03/2018","13:07:35","553 ","Public service                                    ","0.0000","0.0000","06   ","               ","","02127     ","963 ","Street or road in commercial area                 ","        ","E ","BROADWAY                 ","  ","    ",": EST L ST/E BROADWAY SB BSTN           ","  ","                         ","  ","    "
"18-0008678","0","02/03/2018","13:12:39","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","965 ","Vehicle parking area                              ","85      ","  ","SOUTHAMPTON              ","  ","ST  ",": @ON THE RUN - 85 SOUTHAMPTON ST, ROXBU","  ","                         ","  ","    "
"18-0008682","0","02/03/2018","13:19:39","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","40      ","  ","WELLSMERE                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0008684","0","02/03/2018","13:24:28","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","449 ","Hotel/motel, commercial                           ","1       ","  ","AVENUE DE LAFAYETTE      ","  ","    ",": @GRG-LAFAYETTE MALL                   ","  ","                         ","  ","    "
"18-0008685","0","02/03/2018","13:25:59","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","960 ","Street, Other                                     ","        ","  ","CAUSEWAY                 ","  ","ST  ","                                        ","  ","BEVERLY                  ","  ","ST  "
"18-0008687","0","02/03/2018","13:28:33","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","161 ","Restaurant or cafeteria                           ","493     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0008688","0","02/03/2018","13:29:31","550 ","Public service assistance, Other                  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","900 ","Outside or special property, Other                ","136     ","  ","BLACKSTONE               ","  ","ST  ",": @MBTA STA-HYMKT ORA                   ","  ","                         ","  ","    "
"18-0008689","0","02/03/2018","13:51:13","522 ","Water or steam leak                               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02199     ","100 ","Assembly, Other                                   ","80      ","  ","BELVIDERE                ","  ","ST  ",": #14-1563                              ","  ","                         ","  ","    "
"18-0008690","0","02/03/2018","14:03:37","621 ","Wrong location                                    ","0.0000","0.0000","03   ","               ","","02114     ","962 ","Residential street, road or residential driveway  ","        ","  ","BOSTON                   ","  ","EY  ","                                        ","  ","                         ","  ","    "
"18-0008691","0","02/03/2018","14:04:32","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","460 ","Dormitory-type residence, other                   ","108-130 ","  ","FAWNDALE                 ","  ","RD  ",": #WYN3221                              ","  ","                         ","  ","    "
"18-0008692","0","02/03/2018","14:10:29","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","449 ","Hotel/motel, commercial                           ","1       ","  ","AVENUE DE LAFAYETTE      ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0008694","0","02/03/2018","14:17:25","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","500 ","Mercantile, business, Other                       ","620     ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008696","0","02/03/2018","14:32:08","552 ","Police matter                                     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","963 ","Street or road in commercial area                 ","81      ","  ","HANCOCK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008697","0","02/03/2018","14:32:30","554 ","Assist invalid                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","30      ","  ","FREMONT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008699","0","02/03/2018","14:54:14","714 ","Central station, malicious false alarm            ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","143-145 ","  ","HYDE PARK                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0008700","0","02/03/2018","14:57:32","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","        ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","YARMOUTH                 ","  ","ST  "
"18-0008701","0","02/03/2018","15:06:47","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","439 ","Boarding/rooming house, residential hotels        ","35      ","  ","CREIGHTON                ","  ","ST  ",": #CLM532                               ","  ","                         ","  ","    "
"18-0008704","0","02/03/2018","15:42:16","512 ","Ring or jewelry removal                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","855     ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008705","0","02/03/2018","15:51:28","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","400 ","Residential, Other                                ","17-25   ","  ","HORAN                    ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0008710","0","02/03/2018","16:09:21","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02467     ","429 ","Multifamily dwelling                              ","50-56   ","  ","BROADLAWN                ","  ","PARK","                                        ","  ","                         ","  ","    "
"18-0008711","0","02/03/2018","16:11:34","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","59      ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008713","0","02/03/2018","16:12:54","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","429 ","Multifamily dwelling                              ","85      ","E ","INDIA                    ","  ","ROW ","                                        ","  ","                         ","  ","    "
"18-0008714","0","02/03/2018","16:13:22","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","UUU ","Undetermined                                      ","1233    ","  ","BENNINGTON               ","  ","ST  ",": @JIMMY MAGGS - 1233 BENNINGTON ST, EAS","  ","                         ","  ","    "
"18-0008715","0","02/03/2018","16:18:35","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02116     ","900 ","Outside or special property, Other                ","        ","  ","RIVER                    ","  ","ST  ","                                        ","  ","BEACON                   ","  ","ST  "
"18-0008719","0","02/03/2018","16:37:58","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","174 ","Rapid transit station                             ","135-143 ","  ","CAUSEWAY                 ","  ","ST  ",": #33-1313                              ","  ","                         ","  ","    "
"18-0008722","0","02/03/2018","16:44:10","553 ","Public service                                    ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","900 ","Outside or special property, Other                ","875     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0008723","0","02/03/2018","16:46:13","651 ","Smoke scare, odor of smoke                        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","429 ","Multifamily dwelling                              ","112     ","  ","REVERE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008724","0","02/03/2018","16:49:17","111 ","Building fire                                     ","0.0000","300.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","264     ","  ","KELTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008725","0","02/03/2018","17:08:01","700 ","False alarm or false call, Other                  ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","225     ","  ","WILLIAM F MCCLELLAN      ","  ","HWY ",": @HOTEL-COURTYARD BOSTON LOGAN AIRPORT ","  ","                         ","  ","    "
"18-0008727","0","02/03/2018","17:14:47","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","1662    ","  ","COMMONWEALTH             ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0008728","0","02/03/2018","17:18:23","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","460 ","Dormitory-type residence, other                   ","162     ","  ","SEAVER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008729","0","02/03/2018","17:26:08","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","35      ","  ","KITTREDGE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008730","0","02/03/2018","17:47:58","113 ","Cooking fire, confined to container               ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","429 ","Multifamily dwelling                              ","624     ","  ","HYDE PARK                ","  ","AVE ",": #WYN2896                              ","  ","                         ","  ","    "
"18-0008731","0","02/03/2018","17:49:58","522 ","Water or steam leak                               ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","161 ","Restaurant or cafeteria                           ","253     ","  ","SUMMER                   ","  ","ST  ",": #INS442                               ","  ","                         ","  ","    "
"18-0008732","0","02/03/2018","17:50:09","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","900 ","Outside or special property, Other                ","870     ","  ","MASSACHUSETTS            ","  ","AVE ",": @MCDONALDS - 870 MASSACHUSETTS AVE, RO","  ","                         ","  ","    "
"18-0008733","0","02/03/2018","17:54:42","553 ","Public service                                    ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","323 ","Asylum, mental institution                        ","112     ","  ","SOUTHAMPTON              ","  ","ST  ",": @SHELTER-SOUTHAMPTON ST, RX           ","  ","                         ","  ","    "
"18-0008737","0","02/03/2018","18:13:52","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","15      ","  ","DR. MARY MOORE BEATTY    ","  ","CIR ",": #PAT5405                              ","  ","                         ","  ","    "
"18-0008738","0","02/03/2018","18:16:39","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","429 ","Multifamily dwelling                              ","1902    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008739","0","02/03/2018","18:18:13","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","75      ","  ","KINGSDALE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0008740","0","02/03/2018","18:20:42","714 ","Central station, malicious false alarm            ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","400     ","  ","BORDER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
